TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
楊秋興：沒有幫郭台銘做民調 有鼓勵參選總統,2019/4/17 19:08,要聞,外傳鴻海集團總裁郭台銘決定要參選總統之前，有委託前高雄縣長、現任高雄市政府兩岸小組副召集人楊秋興做民調，楊秋興表示，沒...,"傳鴻海集團總裁郭台銘決定要參選總統之前，有委託前高雄縣長楊秋興做民調，楊秋興表示，沒有做民調這回事，日前遇到郭台銘，有鼓勵郭董參選。圖／報系資料照片 分享   facebook     外傳鴻海集團總裁郭台銘決定要參選總統之前，有委託前高雄縣長、現任高雄市政府兩岸小組副召集人楊秋興做民調，楊秋興表示，沒有做民調這回事，日前遇到郭台銘，有鼓勵郭董參選，郭董能下決心參選，是台灣之福。 
楊秋興說，他不但沒有幫郭台銘做民調，是近期沒有做任何民調，日前與郭台銘碰面，有鼓勵他參選，郭對兩岸、經濟發展都很了解，最能幫助台灣的全球產業布局，對台灣有很大的貢獻，郭能參選總統，是台灣的福氣，太棒了，藍營很多面對總統大選的問題應該能迎刃而解。 
domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v659"";var actCode = ""v659"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2019121002', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});","郭台銘,民調,楊秋興,總統大選",聯合新聞網,https://udn.com/news/story/12950/3761658
台指期行情將有支撐,2019/4/18 01:32,股市,"台股在美股費半大漲激勵下，昨（17）日於亞股中明顯強勢，現貨成交量放大至1,692億元；台指期也拉高結算，4月合約上漲74點收11,004點，5月合約則上漲70點收10,994點。由於今（18）日凌晨美國將公布經濟褐皮書，一旦美股走高，台股則再挑戰萬一關卡。","台股在美股費半大漲激勵下，昨（17）日於亞股中明顯強勢，現貨成交量放大至1,692億元；台指期也拉高結算，4月合約上漲74點收11,004點，5月合約則上漲70點收10,994點。由於今（18）日凌晨美國將公布經濟褐皮書，一旦美股走高，台股則再挑戰萬一關卡。 
價差方面，電子期逆價差0.39點，金融期為逆價差0.94點。現貨部分，三大法人買超111億元，在台指期淨部位方面，三大法人淨多單減少2,005口至30,183口，其中，外資空單減碼超過多單減碼，淨多單增加2,185口至62,747口；十大交易人中的特定法人全月台指期淨多單減少1,188口至26,110口。 
永豐期貨表示，目前5月選擇權未平倉量OI最大量支撐壓力區為10,300~11,200點，雖然4月合約結算後全月未平倉量put／call ratio值由1.85降至1.58，但仍明顯大於中性值1以上，而外資與自營商目前的選擇權留倉部位仍是淨買Call、淨賣Put；整體選擇權籌碼仍呈現中性偏多格局。 
群益期貨表示，外資現貨買超、期貨淨多單增加，自營商選擇權淨部位，以買買權和賣賣權布局；5月選擇權籌碼呈現中性偏多格局，賣權OI大於買權OI的差距為3.1萬餘口，買權OI壓力在11,200點履約價；新開的周選擇權方面，買權賣權壓力支撐僅一檔履約價，目前多空互不相讓。 
整體來說，外資期現貨同步做多，自營商選擇權中性偏多，月、周選擇權中性偏多，整體籌碼面中性偏多格局；技術面上，台股目前回到去年起跌附近位置，短線或有高檔賣壓出籠，但在台積電（2330）和鴻海呈現領漲下，台股依舊震盪偏多看待。 
期貨商表示，5月台指期逼近11,000點關卡，日線連續三日收紅；近期全球股市表現亮眼，可望支撐台指期不墜，而美股陸續公布財報，台積電法說也將於今日舉行，行情波動仍可能擴大，可考量適時以期貨介入。","選擇權,台指期",聯合新聞網,https://udn.com/news/story/7255/3761819
郭台銘選總統 府：執政黨要有智慧處理變局,2019/4/17 19:19,要聞,鴻海董事長郭台銘表態願意參加國民黨總統初選，總統府發言人張惇涵今說「尊重」，執政黨面對一日多變的變局，要更有智慧處理，對...,"鴻海董事長郭台銘表態願意參加國民黨總統初選，總統府發言人張惇涵今說「尊重」，執政黨面對一日多變的變局，要更有智慧處理，對總統蔡英文而言，做好總統就是每一天的工作。 
鴻海董事長郭台銘今天獲頒國民黨榮譽狀，他呼籲國民黨要建立黨的初選制度，他願意參加初選，絕不接受徵召，公正、透明、接地氣的制度，才是建立信用的第一步。 
蔡總統與前行政院長賴清德兩人總統初選提名之爭進入延長賽，民進黨中執會10日決議延長總統初選協調時間，等立委提名完成、5月22日後再做民調。 
賴清德競選辦公室發言人林聖哲今天接受媒體訪問指出，不管是朝野政黨或者無黨籍，只要對台灣有期待的願意出來競選，賴清德都樂觀其成，不過，郭台銘是國民黨籍，所以對國民黨初選的人選，不便評論。 
對於郭台銘參選，總統府發言人張惇涵則說「尊重」；張惇涵說，這也表示執政黨面對一日多變的變局，要更有智慧處理，對蔡總統而言，做好總統就是每一天的工作。 
domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v659"";var actCode = ""v659"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2019121002', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});","國民黨,郭台銘,總統府發言人",聯合新聞網,https://udn.com/news/story/12977/3761653
郭台銘堅持初選 打亂擁韓徵召盤局,2019/4/17 20:50,要聞,鴻海董事長郭台銘願投入國民黨總統初選，黨內人士分析，提名態勢從徵召又回到初選，但在民調最高的韓國瑜不主動參加初選前提下，...,"鴻海董事長郭台銘願投入國民黨總統初選，黨內人士分析，提名態勢從徵召又回到初選，但在民調最高的韓國瑜不主動參加初選前提下，黨內為找出最強人選仍不會放棄擁韓，讓提名之爭充滿變數。 
國民黨初選規則早已拍板，以7成民調、3成黨員投票決定人選，但基層力拱目前氣勢最高的高雄市長韓國瑜參選，黨中央拋出徵召或「徵召初選」的方式，日前更傳出以「民調徵召」形式，試圖解套。 
不過，郭台銘表態有意願參選總統後，堅持要走國民黨的初選程序、不接受徵召，強調唯有建立公開、透明、接地氣的初選制度，才能建立外界對黨的信任。 
郭台銘堅持初選，讓爭取提名的前新北市長朱立倫、前立法院長王金平，有重新回到擂台上的競爭機會，但卻打亂黨內直接徵召韓國瑜的盤算。 
黨內人士分析，從近日的局勢來看，黨中央的確是要往徵召或是徵召韓國瑜納入初選的方式走，但郭台銘現在堅持初選制度，反而增添變數。 
黨內人士解釋，在黨內找出最強人選的前提，以及民調最高的韓國瑜現階段不可能主動參加初選，到底要怎麼將韓被動納入初選，或黨中央要如何與朱、王協調，仍是大問題。 
不具名中常委表示，郭台銘表態參選當然是國民黨多了一張王牌，但韓國瑜畢竟還是聲勢最高，不能因此放棄。 
該名常委說，不少常委還是認為「協調式初選」較好，不要經初選程序，可能以全民調的方式，直接將韓國瑜也被動納入民調，一方面為韓國瑜解套，又能找出最強人選。 
但若不採初選，改採其它方式，勢必得由中常會或組發會另訂特別辦法。據轉述，部分中常委主張，總統提名方式和時程直接由黨主席吳敦義決定就好，他們都會支持，但吳敦義在會中說，常會是最高決策單位，還是要集大家的智慧決定。 
儘管郭台銘是否符合黨內初選資格仍有疑義，但吳敦義今天頒發榮譽狀，中常委下週三也將提案修正「中國國民黨黨員參加公職人員選舉提名辦法」第6條，為郭台銘解套，讓他不受入黨或回復黨籍滿4個月的限制，若郭台銘確定參戰，初選勢在必行。 
國民黨立委陳學聖則認為，若郭台銘無法贏過韓國瑜、柯文哲等人，黨內基層還是會繼續拱韓，問題一樣沒有解決。國民黨要的是能勝選的人，不要第二名。 
國民黨中常委呂學樟表示，他不認為郭台銘表態參加初選，會跟黨內的韓流相撞；若是韓國瑜、郭台銘可以合作，更不得了，不一定是要誰配誰。 
國民黨初選在郭台銘鬆口參戰後，初選戰局更添變數，黨內認為最後還是要看韓國瑜18日訪美回台後，進一步表達意向後，才可能逐漸明朗。 
domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v659"";var actCode = ""v659"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2019121002', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});","韓國瑜,郭台銘,國民黨,總統大選",聯合新聞網,https://udn.com/news/story/12950/3761816
富邦證 特選大蘋果報酬指數,2019/4/18 00:52,股市,本月底台灣金融市場即將迎來新的交易商品，有多檔指數投資證券準備於4月底上市掛牌交易。,"本月底台灣金融市場即將迎來新的交易商品，有多檔指數投資證券準備於4月底上市掛牌交易。 
其中，富邦證券發行的特選大蘋果報酬指數ETN，是一檔由蘋概股組成的主題型ETN，乃自蘋果公司（Apple）最近公布之供應商名單中，選取符合流動性及財務穩健等條件之十檔台灣上市公司股票組合而成。 
該指數追蹤之股票組合每年定期審查一次，以確保名單中的股票皆符合設定之條件。是以，富邦特選大蘋果報酬指數組成標的皆是台股之優質標的。 
台股中人氣指標為電子類股，重量級電子股亦多為蘋果相關供應鏈，富邦發行特選大蘋果報酬指數ETN為投資人篩選具有代表性的十檔蘋概股組合而成。 
最新一期成分股名單包括大立光、台達電、台積電、日月光控股、可成、鴻海、廣達、國巨、和碩及光寶科等十檔標的，目標清楚明確，投資人不用為選股煩惱。 
同時，富邦特選大蘋果報酬指數ETN訂價親民，發行價格5元，進入門檻低，只要5,000元，投資人利用小額資金即能參與追蹤蘋概股指數，且直接在集中市場交易買賣，不再有所謂「高價股」令人高不可攀的距離感。 
最重要的是，蘋果公司題材性十足，引領世界科技潮流，以蘋概股組成的富邦特選大蘋果報酬指數ETN未來表現令人期待。 
富邦證券金融市場部資深副總吳仁傑表示，ETN追蹤指數表現，相關稅費低廉，且在集中市場掛牌交易，其價格表現完全連結其對應指數之報酬表現，無追蹤誤差。 
同時不配息的設計，將息值直接滾入指數再投資，可清楚呈現該指數成分股的報酬表現，投資報酬一目了然，是投資股市一項新選擇。","蘋果,富邦,蘋概股",聯合新聞網,https://udn.com/news/story/7251/3761864
郭台銘說媽祖有託夢 NCC：他要為自己言論負責,2019/4/17 18:43,要聞,鴻海董事長郭台銘在今天宣布將參與國民黨總統初選，郭台銘在板橋慈惠宮表示，2020大選很重要，媽祖有託夢，要他一定要出來...,"鴻海董事長郭台銘今天上午到板橋慈惠宮參拜。記者徐宇威／攝影 分享   facebook     鴻海董事長郭台銘在今天宣布將參與國民黨總統初選，郭台銘在板橋慈惠宮表示，2020大選很重要，媽祖有託夢，要他一定要出來，他是媽祖的養子，媽祖要他多做好事等；郭台銘的說法引起熱烈討論，針對郭的說法，國家通訊傳播委員會（NCC）認為郭台銘的話是否屬實，或只是怪力亂神，他要為自己的言論內容負責。 
domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v659"";var actCode = ""v659"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2019121002', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});","郭台銘,媽祖,國民黨,總統大選",聯合新聞網,https://udn.com/news/story/12977/3761633
高通與蘋果代工製造商簽署協議 撤回各方所有訴訟,2019/4/17 17:34,產經,美國高通公司今天宣布已與仁寶電腦、富智康國際（FIH ）、鴻海精密、和碩聯合、以及緯創資通等蘋果公司代工製造商簽訂協議...,"美國高通公司今天宣布已與仁寶電腦、富智康國際（FIH ）、鴻海精密、和碩聯合、以及緯創資通等蘋果公司代工製造商簽訂協議，撤回各方之間所有訴訟。 
高通表示，該公司和蘋果公司於2019年4月16日宣佈達成協議，撤回兩家公司在全球的訴訟。和解內容包括蘋果公司向高通公司支付一筆費用。雙方還達成了一份於2019年4月1日生效的為期六年的授權協議，包括得以延長二年選擇權，以及一份多年的晶片供應協議。","蘋果,高通",聯合新聞網,https://udn.com/news/story/7240/3761484
郭台銘稱媽祖叫他出來選 前宜蘭副縣長選立委也請示過,2019/4/17 17:56,要聞,鴻海集團董事長郭台銘今天上午說，媽祖有向他託夢，「叫我一定要出來」，同樣是請示過媽祖，決定出來參選2020立委的宜蘭縣...,"的宜蘭縣前副縣長黃適超黃適超表示，他是想要為宜蘭做事，所以才出來選立委，不是因為媽祖託夢，郭台銘如果要選總統，也是要為台灣做事情才出來選。本報系資料照 分享   facebook     鴻海集團董事長郭台銘今天上午說，媽祖有向他託夢，「叫我一定要出來」，同樣是請示過媽祖，決定出來參選2020立委的宜蘭縣前副縣長黃適超則說，不管是哪裡的媽祖，都是台灣的媽祖，不管是誰要選總統，台灣的主權要先確定，因為台灣是一個國家，只有國家才能選總統。宜蘭縣議會議長張建榮則說，不管是韓國瑜或是郭台銘，都要經過黨內初選、公平競爭。 
黃適超表示，他是想要為宜蘭做事，所以才出來選立委，不是因為媽祖託夢，郭台銘如果要選總統，也是要為台灣做事情才出來選。黃適超認為，可以信奉宗教，不要以宗教的名義，聲稱媽祖託夢，況且，郭台銘不是比較信奉關公嗎？怎麼會說是媽祖託夢呢。 
黃適超宣布參選前，也曾經到媽祖廟拜拜請示，「不管是誰要選總統，台灣的主權要先確定。」黃適超說，不管是宜蘭還是板橋，都是台灣的媽祖，不管是誰要選總統，台灣的主權要先確定，因為台灣是一個國家，只有國家才能選總統。 
宜蘭縣議會議長張建榮則說，不管媽祖向郭台銘託夢，要他出來選總統，還是現在聲勢、民調很高的韓國瑜，凡是要角逐2020總統大選候選人，都要經過國民黨內初選民調，大家要公平競爭。鴻海董事長郭台銘今天先到板橋慈惠宮參拜，下午確定投入國民黨總統初選。圖／本報資料照片 分享   facebook     宜蘭縣議會議長張建榮（左）表示，不管是誰要選總統，都要公平競爭。圖／本報系資料照 分享   facebook","媽祖,郭台銘,韓國瑜",聯合新聞網,https://udn.com/news/story/7548/3761538
韓國瑜認為國民黨會辦初選 若自己加入會變「驚悚片」,2019/4/17 17:25,要聞,鴻海董事長郭台銘宣布參加國民黨內總統初選，高市長韓國瑜說天塌下來，兩個人頂，舒服多了。他之後進一步解釋說，這段時間大家...,"鴻海董事長郭台銘宣布參加國民黨內總統提名初選，高市長韓國瑜相信黨中央會訂出公平合理的遊戲規則。並認為國民黨一定會辦初選。記者王慧瑛／攝影 分享   facebook     鴻海董事長郭台銘宣布參加國民黨內總統初選，高市長韓國瑜說天塌下來，兩個人頂，舒服多了。他之後進一步解釋說，這段時間大家的期待，他心理上多少有點壓力，現在郭參選，相信黨中央會訂出公平合理的遊戲規則。他並認為，國民黨現在一定會辦初選。媒體追問若他加入，武俠片會變什麼片？韓國瑜笑說，「會變驚悚片」。 
韓國瑜訪美，聽聞郭台銘參選議題，他說，天塌下來兩個人扛比較輕鬆，他上飛機返國前，被問到是否意味有合作可能？韓國瑜說，不是，他的意思是說，這段時間，大家的期待，或多或少心理上都是會有一點點壓力。 
他說，現在郭台銘宣布要參選，他覺得國民黨中央一定會訂一套比較公平合理的遊戲規則出來，現在看到民進黨為了黨內初選亂成一塌糊塗，他認為國民黨不會再犯這個錯誤，會定出一個清楚明確的答案出來，讓所有有志於要參選總統大選的人，通通沒話講，這也是他身為一個國民黨黨員也期待的。 
韓國瑜也說，郭台銘希望初選，相信黨中央黨一定會根據他這個需求來辦理，因為已經不是他一個人，最少3個人，郭台銘既然提出這麼強烈的需求想法，又跟立法院前院長王金平想法一樣，相信中央黨部這邊一定會照他這個方式，一定會辦初選，這是他的猜測。 
被問到自己會否成為第4個人？他哈哈大笑說：「打麻將嗎？哈哈哈！」被追問會否上桌？韓說，他先把高雄市的事情辦好，回去之後向高市民誠實報告這趟美國之行的收穫，先把這件事情做完。 
韓國瑜說，模特兒都上伸展台，身材好不好一看就知道，而且聽說郭的民調很快就竄高了，好像一透露有這個企圖心，就跳到31%左右，所以他是有一定的能量存在的，這個騙不了人，事實上郭代表極其巨大的能量，不光是政治，還有包括經濟，甚至可能有安定民心，這是他的判斷，那就拭目以待，「我覺得這局勢這樣走，是出乎很多人的意料。」 
被問到郭台銘會否超越「韓流」，韓國瑜說，「我不曉得耶，我相信他能量一定是很大的。」韓國瑜曾形容郭加入讓總統初選文藝片變武俠片，媒體問他，若他自己加入會變什麼片？韓笑說：「喔，驚悚片，哈哈哈！開玩笑，這一把大家心臟都已經快跳出來了好不好。」 
domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v659"";var actCode = ""v659"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2019121002', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});","韓國瑜,郭台銘,國民黨,總統大選",聯合新聞網,https://udn.com/news/story/12950/3761465
影／政壇颳「台風」！郭台銘參選 為藍綠白拋震撼彈,2019/4/17 17:39,要聞,國民黨「韓流」仍在發燒，不過昨天（16日）鴻海董事長郭台銘拋出震撼彈，鬆口正在思考是否參加國民黨初選，隨即在政壇上颳起...,"考慮參選總統的鴻海董事長郭台銘上午到他的「發跡廟」板橋慈惠宮參拜，他說前幾天媽祖託夢給他，要他一定要「出來」。記者王騰毅／攝影 分享   facebook     國民黨「韓流」仍在發燒，不過昨天（16日）鴻海董事長郭台銘拋出震撼彈，鬆口正在思考是否參加國民黨初選，隨即在政壇上颳起一陣「台風」，今天上午郭台銘回到他的發跡地板橋慈惠宮參拜，大批支持者熱情地湧上前，場面一度混亂，郭台銘幾乎是被人潮推著走。郭台銘表示，媽祖叫他出來為國家、人民做一些事，他強調他一定會遵守媽祖的指示。之後到淡水武聖宮參拜關聖帝君，並請求指示，會不會參選「要等祂們（媽祖和關公）告訴我」，沒想到下午郭台銘隨即在國民黨中常會後，表態宣布願意參加國民黨初選。 
國民黨黨產被凍結，郭台銘曾出手幫忙，今天下午黨主席吳敦義親自頒發榮譽狀給郭台銘，同時也為郭台銘失聯黨員的身分解套，讓他能執行「黨權」參加國民黨內的總統初選。對於郭台銘表態，前總統馬英九表示「樂觀其成」，因為郭台銘是橫跨歐美及兩岸的大企業家，對台灣的經濟有相當大的貢獻，而且「堅持」走初選程序。至於基層有很多聲音，希望黨可以徵召韓國瑜，馬英九表示黨有黨的制度，歡迎任何一個優秀的人來爭取提名。 
對於郭台銘參戰2020，東華大學政治學教授施正鋒分析，郭台銘在美國及大陸的投資都很多，但讓人感覺跟大陸還是比較接近一點，不過他也強調郭台銘目前針對兩岸的問題，還沒有機會講太多，但就觀察來說，郭台銘與韓國瑜的重疊度比較高，而郭台銘企業強人的形象明確，因此若最後由郭台銘出線征戰2020，中間選民對郭台銘的支持度，對台北市長柯文哲的影響較大。國民黨主席吳敦義下午頒發榮譽狀給郭台銘，外界解讀就是在幫郭台銘的黨員資格解套。記者王彥鈞／攝影 分享   facebook     16日表態有意參與2020年總統選舉的鴻海董事長郭台銘，今上午先前往板橋慈惠宮參拜，再轉往著名關公廟淡水行天武聖宮參拜，對於是否決定參選？郭董說要等關公、媽祖告訴我。記者黃義書／攝影 分享   facebook      
domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v659"";var actCode = ""v659"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2019121002', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});","郭台銘,國民黨,韓國瑜,總統大選",聯合新聞網,https://udn.com/news/story/12950/3761498
國民黨發黨證給郭台銘 王鴻薇籲強強聯手不要「卡韓」,2019/4/17 18:12,要聞,國民黨中央委員會為鴻海董事長郭台銘頒授榮譽狀，表彰其愛黨情懷與貢獻。郭台銘同時也在臉書秀出自己的新黨證，表示自己有50...,"台北市議員王鴻薇。聯合報系資料照片／記者周志豪攝影 分享   facebook     國民黨中央委員會為鴻海董事長郭台銘頒授榮譽狀，表彰其愛黨情懷與貢獻。郭台銘同時也在臉書秀出自己的新黨證，表示自己有50年黨齡。對此，國民黨台北市議員王鴻薇在臉書指出，24小時發給郭黨證是夜襲？呼籲國民黨要?強聯手，不要卡韓。 
王鴻薇指出，郭台銘選在韓國瑜回台前夕大動作宣布參選，黨中央也一夜之間變出黨證，一旦為了郭董啟動初選，會不會變成趁韓國瑜在飛機上的24小時內「夜襲」卡韓？ 
王鴻薇說，郭台銘才剛拋出「可能參選」的震撼彈，黨中央完美解套，榮譽狀跟黨證都在一夕之間完工，有如是坐上總統提名的特快車。王鴻薇認為，如果配合郭啟動初選，封殺徵召機制，根本就是在卡韓，把連署徵召韓國瑜的上萬民眾當空氣。 
王鴻薇表示，韓國瑜歷經多次民調，始終是國民黨屹立不搖的最強人選，她尊重郭台銘?選，可以和韓國瑜?強聊手。但郭台銘一句「絕不接受徵召」，不就是意有所指的反對徵召，也卡住打韓國瑜這張牌可能性。王鴻薇也說，即便郭台銘宣佈參選，她連署徵召韓國瑜的作業也會持續進行，一定要讓黨中央派最強的人出馬。台北市議員王鴻薇(左一)參加徵召韓國瑜連署。記者楊正海/攝影 分享   facebook      
domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v659"";var actCode = ""v659"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2019121002', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});","韓國瑜,郭台銘,王鴻薇,總統大選",聯合新聞網,https://udn.com/news/story/12950/3761577
王金平爆郭台銘自承欠他人情 友人指郭王擬會面,2019/4/17 18:31,要聞,鴻海董事長郭台銘可能投入總統大選，和前立法院長王金平成為對手，兩人好友、前國民黨立委盧嘉辰今天表示，郭台銘可能將安排和王...,"鴻海董事長郭台銘可能投入總統大選，和前立法院長王金平成為對手，兩人好友、前國民黨立委盧嘉辰今天表示，郭台銘可能將安排和王金平會面，他也希望王金平、郭台銘兩人攜手合作。 
鴻海董事長郭台銘鬆口選總統，並願意參加國民黨初選，王金平上午到彰化員林市福寧宮上香時受訪表示，很歡迎郭台銘投入國民黨初選行列，先前不知道郭台銘要選，但初選辦法還沒出來，也還沒進行登記，任何黨員都可以表達參選意願。 
王金平說，郭台銘跟他是好朋友、好兄弟，他接到郭台銘幕僚打電話來照會，說初選照走，也提到郭台銘對於國民黨內有意參加總統初選的人，只有欠他人情。 
王金平肯定郭台銘是好人選，但他有參選到底的決心信心。 
郭台銘、王金平和盧嘉辰私交甚篤，盧嘉辰、郭台銘都信奉關聖帝君，宗教信仰上也有許多交流。 
盧嘉辰告訴中央社記者，王金平、郭台銘都是他相當尊重的前輩，現在同時有意願參選總統，他認為郭台銘應該會拜會王金平交換意見。 
盧嘉辰說，以兩人的高度與智慧，相信會有令人滿意的結論出來，靜待兩人見面以後，討論決定未來要怎麼面對黨內初選的問題，兩人如果能攜手合作，將是眾所期待。 
談到郭台銘為何打算參選總統，盧嘉辰說，以他對郭台銘的了解，面對現在民進黨執政兩岸緊張，誰願意看到兩岸發生戰事，經濟衰退可能連越南都不如，郭台銘是個事業家，兩岸有很大的投資，憂心自己的家鄉，民眾朝不保夕，所以才會決定參選。 
domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v659"";var actCode = ""v659"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2019121002', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});","郭台銘,王金平,國民黨",聯合新聞網,https://udn.com/news/story/12950/3761602
