TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
台股收復季線大漲208.6點作收 三大法人買超275.52億元,2019/6/19 15:14,股市,"台股今（19）日開高走高，權值股回神大漲，電子股、金融股、傳產股齊揚下，指數收復季線，衝上10,700點關卡之上，終場...","台股19日開高走高，權值股回神大漲。 報系資料照 分享   facebook      
台股今（19）日開高走高，權值股回神大漲，電子股、金融股、傳產股齊揚下，指數收復季線，衝上10,700點關卡之上，終場以10,775.34點作收，上漲208.6點，成交量1,408.59億元；三大法人買超275.52億元。 
統計三大法人買賣超情況，外資及陸資（不含外資自營商）買超179.61億元，投信買超9.01億元，自營商買超（合計）86.89億元，其中自營商（自行買賣）買超59.02億元，自營商（避險）買超27.87億元。 
美國總統川普釋出G20川習會的訊息，美股周二大漲作收，激勵台股今日以10,650.48點開高，權值股台積電（2330）強漲收在244元，漲幅3.6%，鴻海收漲1.7%，以77.2元作收，大立光漲幅7.5%，收在3,985元；電子股、金融股齊揚，推升指數走高，一度拉升至10,778.64點，終場收10,775.34點，漲幅1.97%。","自營商,台股,三大法人",聯合新聞網,https://udn.com/news/story/7251/3880814
川習會利多 台股價量齊揚大漲208點,2019/6/19 14:49,股市,G20川習會利多，台股今天電金齊揚，指數大漲208.6點，收在10775.34點；法人認為，美中貿易戰有望緩解，近期半導...,"G20川習會利多，台股今天電金齊揚，指數大漲208.6點，收在10775.34點；法人認為，美中貿易戰有望緩解，近期半導體風險消除，預期台股6月將持續反彈，操作上維持樂觀看法。 
台股加權指數今天跳空開高，盤中連續突破10600點、10700點，最高來到10778.64點，收在10775.34點，上漲208.6點，漲幅1.97%，成交值新台幣1408.59億元。電子股大漲2.77%，金融股漲1.29%。 
美國總統川普在推特發文，提到他與中國國家主席習近平通話愉快，兩人下週將在G20峰會期間舉行「廣泛會談」，兩國團隊將展開預備性磋商，令投資人鬆一口氣。 
蘋果概念股三大指標齊揚，股王大立光漲幅高達7.56%，收3985元，成交量1353張；台積電漲3.61%，收244元，成交量超過5萬張；鴻海漲1.71%，收77.2元，成交量4.93萬張。 
金融股全面走高，兆豐金漲1.46%，收31.25元；中信金漲0.94%，收21.5元；國泰金漲0.83%，收42.55元；富邦金漲0.67%，收44.8元。 
國泰證期表示，美中貿易戰有望緩解，因此股市強彈，其中費半指數大漲超過4%，顯示近期半導體風險也大幅消除，市場短線轉為大幅樂觀；3250億美元商品是否課稅將等到7月才有決議，預期6月台股指數將持續反彈，操作上仍維持樂觀看法，但3250億元商品風險未完全消除前，仍應等待拉回時再行布局。","台股指數,國泰金",聯合新聞網,https://udn.com/news/story/7251/3880723
韓國瑜22日造勢 南投縣長林明溱不參與,2019/6/19 13:13,要聞,高雄市長韓國瑜22日將在台中市舉辦大型造勢活動，除了台中市長盧秀燕表態不會參與外，南投縣長林明溱因為沒收到邀請，而當天...,"高雄市長韓國瑜22日將在台中市舉辦大型造勢活動，除了台中市長盧秀燕表態不會參與外，南投縣長林明溱因為沒收到邀請，而當天行程也剛好在澳洲伊普斯威奇姊妹縣市進行參訪，確定不會出席。 
林明溱17日陪同鴻海董事長郭台銘夫婦在南投參訪，18日就搭機到澳洲姊妹市拜訪。林明溱說，這是很早就安排好的行程27日才返台，因此不會出席韓國瑜的造勢活動。 
他說，郭台銘因為是南投女婿的關係，因此，郭台銘夫婦回「後頭厝」，他代表南投鄉親表達歡迎。他說，民進黨已經確定由總統蔡英文參選連任，國民黨更要團結、不容分裂。他希望黨內的總統參選人都能努力跑基層，用理念爭取選民認同，初選結果誰出線，大家就全力支持。 
他認為國民黨沒有爭吵分裂的本錢，也希望參選人支持者能理性、和平，唯有這樣國民黨才有機會贏得明年總統大選，改變民進黨這四年來的執政亂象，全力打拚改善經濟和穩定的環境。南投縣長林明溱在澳洲姊妹市參訪，不會參加韓國瑜的台中造勢活動。圖／南投縣政府提供 分享   facebook     南投縣長林明溱（右）在澳洲姊妹市參訪，不會參加韓國瑜的台中造勢活動。圖／南投縣政府提供 分享   facebook","韓國瑜,郭台銘,林明溱,2020選舉",聯合新聞網,https://udn.com/news/story/120536/3880561
川習會熱場 台指期飛揚結算,2019/6/19 14:13,股市,"川普宣布將跟習近平於G20峰會上見面，並重啟貿易談判，激勵美國三大指數跳漲，台積電、大立光漲幅約3%及6%，加上台指期今（19）日結算，量價齊揚，6月合約終場揚216點，收在10,770點，站回季線關卡，成交量7萬8,705口；7月合約更上漲247點，收在10,585點，成交量71,867口，逆價差190點。","川普宣布將跟習近平於G20峰會上見面，並重啟貿易談判，激勵美國三大指數跳漲，台積電、大立光漲幅約3%及6%，加上台指期今（19）日結算，量價齊揚，6月合約終場揚216點，收在10,770點，站回季線關卡，成交量7萬8,705口；7月合約更上漲247點，收在10,585點，成交量71,867口，逆價差190點。 
三大期指方面，電子期受到費半激勵，漲幅高於金融及非金電，盤中漲幅表現亮眼的個股期貨包括欣興、大立光、穩懋及大同，其中欣興受惠ABF需求持續成長，帶動期貨價格長紅拉長，與現貨接近價平；金融期則在富邦金、國泰金帶動下，高檔震盪；盤中三大期指都與現貨呈現小幅正價差，顯示市場對後市看法偏向正面。其他熱門股票期貨還有玉晶光、鴻海、小型大立光、中美晶、友達、環球晶、嘉聯益、晶電、聯電、南亞科等。 
期貨發行商表示，台指期貨呈現高檔震盪，由於貿易戰傳出好消息，激勵周二小道瓊期貨勁揚1.4%，費城半導體指數大漲4%，連帶推升台指期表現，以台積電、鴻海和大立光為領漲主力，市場對川習會的憧憬短線有利於台指期行情，並留意美國聯準會（Fed）公布的利率決策。 
永豐期貨廖陸民表示，貿易戰紛擾大致在5月結束，在G20前市場緊張氣氛已先緩和下來，台指期順利站回季線關卡，後續可能將面臨前波段上緣10,850點壓力，若國際股市未發生突發變動，指數有機會再向上挑戰「萬一」。 
 分享   facebook","期貨,電子期,G20峰會,川習會,台指期結算",聯合新聞網,https://udn.com/news/story/7255/3880454
影／郭台銘欲組「抗韓聯盟」？朱立倫妙語神回,2019/6/19 15:28,要聞,國民黨總統初選參選人朱立倫今天(19日)上午參訪「新北市公共托育合作聯盟」旗下機構私立四季托嬰中心，朱立倫化身奶爸替寶...,"國民黨總統初選參選人朱立倫今天(19日)上午參訪「新北市公共托育合作聯盟」旗下機構私立四季托嬰中心，朱立倫化身奶爸替寶寶按摩、陪伴玩樂，只是黨內初選問題山雨欲來，傳鴻海董事長郭台銘向立法院前院長王金平示好，欲籌組「抗韓聯盟」，對此朱立倫笑稱要不要也成立一個「防台中心」？只是不管防台或抗韓，朱立倫不選邊站，堅持走自己的路，「還是太陽出來比較好」。 
而被問到防疫問題，行政院長蘇貞昌與高雄市長韓國瑜互噴口水，對此朱立倫表示自己擔任過16年的地方首長，防疫不該分地方或中央，他提到2015年台南市與高雄市的登革熱疫情嚴重，當時自己擔任國民黨主席，在黨政協調會議上只有一個目標，就是協助台南與高雄防疫，朱立倫強調完全沒有酸話，也不敢當做政治口水，因此他感慨地說，此次蘇貞昌為了防疫責任歸屬與韓國瑜隔空交火，真的「高下立判」，朱立倫呼籲蘇貞昌「別讓行政院變成民進黨的競選總部」，也呼籲蘇貞昌別只做民進黨的行政院長。新北市前市長朱立倫今上午到土城，在他任新北市長期間成立的「新北市公共托育合作聯盟」旗下機構四季私立托嬰參訪。記者魏翊庭／攝影 分享   facebook","朱立倫,蘇貞昌,韓國瑜,2020選舉,郭台銘",聯合新聞網,https://udn.com/news/story/12653/3880851
亞太電信呂芳銘：對於5G 既期待又怕受傷害,2019/6/19 11:42,產經,亞太電信今天舉行股東會，小股東也好奇亞太電信會不會競標5G頻譜，鴻海集團副總裁暨亞太電信董事長呂芳銘表示，答案是肯定的...,"亞太電信今天舉行股東會，小股東也好奇亞太電信會不會競標5G頻譜，鴻海集團副總裁暨亞太電信董事長呂芳銘表示，答案是肯定的，要標下面的問題就是資金從哪裡來，公司有70億元的銀行借款額度，也準備標得之後辦聯貸。至於累計虧損，會不會進行減資，跟未來增資，這都是未來討論方案之一。 
呂芳銘表示，各家電信業者對於5G，都是既期待又怕受傷害，因為商業模式還需要研究，5G要從商用開始，要有殺手級應用，從產業分析中製造業數位化是最大一塊。 
呂芳銘表示，現在未來三、五年會從類5G推動到真5G應用，近年亞太電信也積極布局智慧化及數位化應用，初步要推動新營收成長跨越10%門檻。 
亞太電信總經理黃南仁表示，整體市場營收衰退獲利下滑，亞太電信營運成效在嚴峻的市場中有止跌回升表現，2018年用戶數回到200萬戶以上，來到205萬，要成為電信轉型先行者，多元深耕跟布局跨越，行動網路跟寬頻網路營收要繼續成長，數位轉型營收要持續成長，2018年用戶數年成長12%，總營收成長6.3%，新營收成長312%，自有網路使用率來到97%。","亞太電信,營收,5G",聯合新聞網,https://udn.com/news/story/7240/3880248
三大理由推升鴻海股價 集團股也沾光,2019/6/19 12:39,股市,台股今（19）日開高走高，盤中大漲逾百點，越過季線反壓，領軍指標包括鴻海（2317）、台積電與大立光等，證券分析師認為...,"台股今（19）日開高走高，盤中大漲逾百點，越過季線反壓，領軍指標包括鴻海（2317）、台積電與大立光等，證券分析師認為，要觀察大盤指數本周能不能站穩在季線之上，如果能守住，後續表現將會很強；鴻海在董事長郭台銘持續買股及民調升高、股東會將召開等因素下，股價穩步走揚，且帶動集團股的表現。 
台股今日以10,650.48點開高，蘋概三王齊漲，推升指數攻上10,700點關卡之上，一度拉升至10,726.36點，一舉突破季線反壓，證券分析師張陳浩表示，指數突破季線只是一個開始，未來兩天要觀察，能不能站穩在線線之上，如果周五收盤可以守在10,680點之上，後續的表現將會很強。 
鴻海今日以77.4元開高，盤中漲幅1.7%，張陳浩指出，董事長郭台銘的民調上升，且連續七個月買進自家股票，加上股價回測前波低點後獲得支撐，且似有營造股東會行情的氛圍，帶動股價反彈，不過，在近季線的情況下，壓力也會增加。 
鴻海股價走高，集團股也同步走揚，臻鼎、京鼎、GIS、鴻準、建漢、廣宇、乙盛與台揚等股價都是上漲的表現。鴻海董事長郭台銘。記者許政榆／攝影 分享   facebook","鴻海,股東會,台股",聯合新聞網,https://udn.com/news/story/7251/3880451
韓國瑜生日奇襲立法院 還前進黨中央「密會」吳敦義,2019/6/19 16:34,要聞,高雄市長韓國瑜6月17日62歲生日當天，突然造訪立法院，為高雄登革熱疫情中央補助經費，爭取藍綠立法院黨團的支持，同時也...,"據了解6月17日，韓國瑜中午到國民黨中央黨部，拜會黨主席吳敦義。圖／國民黨文傳會提供 分享   facebook     高雄市長韓國瑜6月17日62歲生日當天，突然造訪立法院，為高雄登革熱疫情中央補助經費，爭取藍綠立法院黨團的支持，同時也拜會了立法院前院長王金平。據了解，韓國瑜在奇襲立法院後，當天中午還進到國民黨中央黨部，拜會黨主席吳敦義。 
據了解，韓國瑜是在17日中午結束立法院行程後，低調進到中央黨部，與黨主席吳敦義、副主席曾永權、郝龍斌等高層，進行一場「便當會」。 
國民黨總統初選，韓國瑜和鴻海董事長郭台銘兩強相爭，雙方合縱連橫爭取其他參選陣營的支持者，檯面下動作頻頻，韓國瑜主動拜會黨中央並向高層「釋出善意」的作法，受到黨內高度注目。 
去年九合一選後，吳敦義與韓國瑜的關係就受到注目，郭台銘在訪美期間宣布參加總統初選，韓國瑜事後發表五點聲明，其中的權貴密室說，讓他與黨中央的關係更加緊張，中常會通過總統提名特別辦法，韓國瑜才終於與吳敦義進行「吳韓會」，表態參選總統。 
據了解，17日的這場會面，應是韓主動釋出善意，除了總統初選話題受到關注，由於黨內正討論全代會修改黨章，刪除黨章總統兼黨主席的條文，此舉被解讀是吳敦義的主動保衛戰，韓國瑜拜會吳敦義，更有「尊吳」的重大意義，接下來黨章的修正，韓國瑜若維持「尊吳」態度，更可能促成黨內達成共識，支持黨中央將提出的黨務規章修正案。高雄市長韓國瑜17日生日。圖／取自韓國瑜臉書 分享   facebook","韓國瑜,吳敦義,立法院",聯合新聞網,https://udn.com/news/story/120536/3881028
談未來閣揆人選 郭台銘提3個條件,2019/6/19 11:39,要聞,鴻海（2317）董事長、國民黨總統初選參選人郭台銘今（19）日參訪孫運璿紀念館，強調學到將來治國理念，感受非常多，媒體...,"鴻海（2317）董事長、國民黨總統初選參選人郭台銘今（19）日參訪孫運璿紀念館，強調學到將來治國理念，感受非常多。記者蘇健忠／攝影 分享   facebook      
 
鴻海（2317）董事長、國民黨總統初選參選人郭台銘今（19）日參訪孫運璿紀念館，強調學到將來治國理念，感受非常多，媒體詢問未來閣揆人選的挑選條件，他表示，第一是重孝道、第二要大公無私不為自己、第三是工作時間要同進退，15~16個小時是必然的。 
郭台銘表示，特別撥出時間到孫運璿紀念館參訪，不是觀光或懷舊，而是一個學習之旅，今天看到的，將做為高雄辯論國政定稿修改的重要參考，在參訪行程中也詢問了孫院長的工作時間，他一天扣掉能夠睡覺吃飯時間全部在工作。 
郭台銘說，這是不管企業經營者或是政府領導人所必須要有的心態，「算起來跟我一樣，都是一天16個小時」，因為我們要替老百姓做事；他同時表示，在蔣經國總統時代，把行政院長職務交給孫運璿，那是最好的時代，總統跟行政院長沒有隔閡、彼此信任、充分授權，這些都是學到將來治國的理念，今天感受很多，學到很多。 
至於未來若要挑選行政院長，是不是會以科技為優先？郭台銘則是提出3個條件，第一要重孝道，孝道不會忘本，對國家忠，也不會貪污；第二要大公無私，不為自己；第三是「工作時間要跟我同進退，15~16個小時是必然的」。","國民黨,郭台銘,2020選舉,內閣",聯合新聞網,https://udn.com/news/story/12702/3880228
肯定孫運璿政治替經濟服務 郭台銘：我對媒體朋友不好,2019/6/19 12:33,要聞,投入國民黨總統初選的鴻海董事長郭台銘上午前往孫運璿科技．人文紀念館參訪，為下周二將登場的國政願景說明會做準備。參訪過程...,"投入國民黨總統初選的鴻海董事長郭台銘上午前往孫運璿科技．人文紀念館參訪，為下周二將登場的國政願景說明會做準備。參訪過程，郭台銘看到行政院前院長孫運璿為了解政策，都可以打電話給記者，尷尬表示「我過去做錯了，我對媒體朋友不好」。 
郭台銘表示，孫運璿對記者很重視，可以打電話給孫，記者所談的事馬上交代下去辦，要跟外面、工商界溝通，這就是政治替經濟服務，接受媒體提問，也希望媒體有任何問題可以打電話給他，「我是真的來學習的」。 
看到孫運璿任行政院長時，為了高雄一起虐童事件特別寫條子拜託當時的高雄市長去照顧，郭台銘說，孫對老百姓關心，但現在的政府好像對虐兒不太關心，「總統在選舉」，現在的政府是經濟替政治服務、替選舉服務。 
郭台銘表示，孫運璿真的做到政治替經濟服務，看來我們30年來走偏了，他若當選總統，要回到孫運璿時代政治必須替經濟服務作法。投入國民黨總統初選的鴻海董事長郭台銘上午前往孫運璿科技．人文紀念館參訪，為下周二將登場的國政願景說明會做準備。參訪過程，郭台銘看到行政院前院長孫運璿為了解政策，都可以打電話給記者，尷尬表示「我過去做錯了，我對媒體朋友不好」。記者周志豪／攝影 分享   facebook     投入國民黨總統初選的鴻海董事長郭台銘上午前往孫運璿科技．人文紀念館參訪，為下周二將登場的國政願景說明會做準備。參訪過程，郭台銘看到行政院前院長孫運璿為了解政策，都可以打電話給記者，尷尬表示「我過去做錯了，我對媒體朋友不好」。記者周志豪／攝影 分享   facebook","孫運璿,郭台銘,2020選舉",聯合新聞網,https://udn.com/news/story/12653/3880433
重溫政績 朱立倫：托育要成為公共政策，年輕人才敢生,2019/6/19 13:01,要聞,新北市前市長朱立倫今3個公開行程全部在新北市，上午到他任新北市長期間成立的「新北市公共托育合作聯盟」旗下機構四季私立托...,"新北市前市長朱立倫今3個公開行程全部在新北市，上午到他任新北市長期間成立的「新北市公共托育合作聯盟」旗下機構四季私立托嬰參訪，先前就對中央「準公共化」很有意見的朱立倫表示，要讓整個托育政策成為公共政策，年輕人才敢生。 
朱立倫說，3年前新北市率先做公托合作聯盟，除了60幾家公托中心，並和私立合作，補貼家長費用。朱立倫今也和業者、學者簡單座談，文化大學青少年兒童福利研究所系主任郭靜晃建議，要讓私立加入聯盟者，真正變成夥伴，公立托嬰應扮演偏鄉、薪水提高及服務品質好的領頭羊角色。 
朱立倫說，政府要廣設公托中心，但因為國家財政不可能所有都變成公立，因此也要和私立合作，私立托育中心用快速加盟方式，讓年輕人減少負擔；而私立托嬰就像有社會責任的社會企業。 
朱立倫說，托嬰是教育的一環，因此新北市才命名為「公共托育」聯盟，而不是「公共托嬰」。托嬰托幼「不是發錢了事」，只發錢解決不了問題，指出托育政策應成為公共政策，年輕人才敢生。中央政策、經費挹注，地方執行。 
另朱立倫今天受訪時，被問及來到土城，是不是有意試探鴻海董事長郭台銘？他表示，「土城是朱立倫的大本營，郭董只是有在這投資」。 
另對於有綠營立委提出，要把國民黨產討回，來發幼教券；朱立倫表示，「民進黨把國民黨黨產當提款機、當作消費券，不斷做政治消費」，他說，事實上，他擔任黨主席時，所有不當黨產已經全部歸還給國家，後來民進黨不當政治手段來清算國民黨，選舉前又想消費提款，現在進入法律，「相信司法會還國民黨公道」。 
此外，朱立倫也說，選舉還有半年，呼籲行政院長蘇貞昌不要淪為「民進黨的行政院長」，要當「中華民國的行政院長」。新北市前市長朱立倫今上午到土城，在他任新北市長期間成立的「新北市公共托育合作聯盟」旗下機構四季私立托嬰參訪，並與業者、學者座談。記者魏翊庭／攝影 分享   facebook     新北市前市長朱立倫今上午到土城，在他任新北市長期間成立的「新北市公共托育合作聯盟」旗下機構四季私立托嬰參訪。記者魏翊庭／攝影 分享   facebook","朱立倫,托嬰,2020選舉",聯合新聞網,https://udn.com/news/story/12653/3880535
傳郭、王組抗韓聯盟 朱立倫笑：還要成立防颱中心？,2019/6/19 12:04,要聞,國民黨初選合縱連橫？傳言鴻海董事長郭台銘向立法院前院長王金平示好，要組成「抗韓（國瑜）中心」，新北市前市長朱立倫今受訪...,"前新北市長朱立倫今早參訪私立托嬰機構。記者魏翊庭／攝影 分享   facebook      
 
國民黨初選合縱連橫？傳言鴻海董事長郭台銘向立法院前院長王金平示好，要組成「抗韓（國瑜）中心」，新北市前市長朱立倫今受訪開玩笑說，國民黨初選跟災防中心有關，要阻抗寒聯盟，是不是要成立防颱中心？更說「還是太陽出來比較好」。 
朱立倫今早參訪私立托嬰機構，受訪時被也被問及，台北市長柯文哲說兩站這張考券怎麼考都不及格，朱立倫說，「柯市長最大問題就是沒有堅定立場、變來變去」，一下說兩岸一家親、一下又後悔說兩岸一家親，最近又開始講兩岸一家親，到底立場是什麼？他表示，「我們立場就是非常清楚，反對台獨、堅持中華民國」。 
此外，有人傳反送中讓總統蔡英文「撿到槍」，朱立倫說，「對於任何對ㄧ國兩制存有幻想的朋友，看一看香港發生的強況」，他表示，唯有堅持自由民主的中華民國，才是唯一一條路。他也強調，他所提的兩岸和平宣言，不是協議，希望兩岸和平，但絕不接受一國兩制。 
朱立倫表示，他是能夠平衡包括美中的最重要國民黨主要候選人，相信美國會覺得朱立倫很放心，中國大陸會覺得朱立倫很安心，全台灣民眾可以放心安心選擇朱立倫成為中華民國總統。","朱立倫,2020選舉,郭台銘,王金平",聯合新聞網,https://udn.com/news/story/12653/3880344
川習敲定G20見面 大立光領軍蘋概股反彈,2019/6/19 11:27,股市,川習敲定下週在G20見面，激勵歐美股勁揚，台股受到激勵，蘋概股今天在大立光強勢大漲逾6%帶動下，展開反彈,"川習敲定下週在G20見面，激勵歐美股勁揚，台股受到激勵，蘋概股今天在大立光強勢大漲逾6%帶動下，展開反彈。 
美國總統川普18日在推特上發文，表示和中國國家主席習近平通過電話，兩人將在下周日本舉行的G20會議會面。美股應聲大漲，波音、3M、蘋果與晶片股領漲，費半指數飆高4.33%，4大指數同步收紅。 
台灣蘋概三王大立光、台積電、鴻海近來雖有利空訊息持續衝擊，但股價頗具支撐，今天更在川習會敲定激勵下，一馬當先成為台股反彈急先鋒，大立光早盤漲幅逾6%，4000元在望；台積電盤中漲幅也超過2.5%；鴻海則維持在1%左右漲幅。 
蘋果新機一向在9月發表上市，前端供應鏈從5月開始始陸續拉貨，較後端的光學等零組件約在7月起開始進入量產拉貨期，儘管供應鏈透露今年受到貿易戰干擾，客戶及產業鏈均偏向保守，預期智慧手機仍處於成長停滯甚至進入衰退期，不過由於多鏡頭趨勢，光學鏡頭廠是少數仍具成長空間的產業鏈。 
大立光股東會時釋出7月開始進入傳統旺季，7月營收將優於6月，第3季旺季拉貨效應仍存在，穩定蘋果供應鏈信心，也帶動玉晶光、可成、穩懋、欣興、臻鼎-KY、GIS-KY、台郡、康控-KY、優群等蘋概股止跌反彈。","大立光,台積電,蘋果供應鏈",聯合新聞網,https://udn.com/news/story/7253/3880188
若發動第四輪貿易戰 顏承暉：台經濟成長恐下修至1.55%,2019/6/19 16:26,產經,元大寶華綜合經濟研究院3月時下修台灣今年經濟成長率預測至2.1%，隨著中美貿易戰僵持不下，元大寶華綜合經濟研究院策略分...,"元大寶華綜合經濟研究院策略分析師顏承暉今（19）日表示，若美國啟動第四輪關稅戰，台灣恐不保2，可能會下修至1.55%。 本報資料照片 分享   facebook      
元大寶華綜合經濟研究院3月時下修台灣今年經濟成長率預測至2.1%，隨著中美貿易戰僵持不下，元大寶華綜合經濟研究院策略分析師顏承暉今（19）日表示，若美國啟動第四輪關稅戰，台灣恐不保2，可能會下修至1.55%。 
元大金控一年一度的創富論壇今日登場，顏承暉進行專題演講時表示，，第四輪關稅將包含台商生產主力的手機與電腦，對台灣經濟衝擊將較前三輪大，若真的加徵，台灣經濟成長將減慢0.55個百分點至1.55%，但就「吃不飽、睡不暖，但餓不死」。 
他表示，今年金融市場出現兩大斷層線，一是美中大國博弈，從貿易戰走向科技戰，若雙方擴大至全部商品課徵25%關稅，將會澆熄全球經濟復甦的希望，另外一個斷層，則是英國脫歐歹戲拖棚。 
另外，G20川習會敲定讓貿易談判再現曙光，不過，鴻海董事長郭台銘日前曾表示，未來世界免不了就是「one world two system（一個世界，兩個系統）」，對此顏承暉表示，這並不是壞事，兩大系統彼此競爭較勁更有利於消費者。","元大金控,關稅,英國脫歐",聯合新聞網,https://udn.com/news/story/7238/3881001
郭台銘嗆蘇貞昌變了 陳其邁：不要因選舉有不同說法,2019/6/19 16:08,要聞,高雄市長韓國瑜為爭取登革熱補助與行政院長蘇貞昌隔空交戰，國民黨總統初選參選人、鴻海集團董事長郭台銘今受訪時語出驚人說，...,"高雄市長韓國瑜為爭取登革熱補助與行政院長蘇貞昌隔空交戰，國民黨總統初選參選人、鴻海集團董事長郭台銘今受訪時語出驚人說，當初蘇出來選的話，「我這一票可能就會投給蘇」，但最近的蘇貞昌看來有些改變，若能稍改回來一點，也是很能幹的院長。行政院副院長陳其邁今受訪說，希望郭不要因選舉而有不同說法，不要初一、十五像月亮。 
郭台銘日前受訪力挺韓國瑜向中央要登革熱防疫經費，並指蘇之前擔任行政院長時，雙方溝通管道順暢，如今回鍋後就變了，如果是回到以前的蘇貞昌，「我就會喜歡他。」 
郭台銘今受訪時更語出驚人的說，「我當初是希望蘇能夠出來選的話，我這一票可能就會投給蘇，很可惜蘇沒有出來。」 
郭也回憶說，他跟蔡第一次見到面，就是他受到蘇貞昌邀請，參加行政院公務務會議，稱讚蘇當時戮力從公，少政治、多執行，但最近的蘇貞昌看來有些改變，若能稍稍改回來一點，也是非常能幹的院長。 
陳其邁今到高雄主持「行政院重要蚊媒傳染病防治協助地方專案會議」，被問及此事，他力挺蘇說，蘇「衝衝衝」肯做事、接地氣，從過去到現在都是如此，希望說郭不要說因為選舉的原因，那就有不同的這個說法，初一、十五像月亮，恐怕跟郭過去的風格不太一致，希望社會應該要給肯做事、肯打拼的人多一點鼓勵。 
陳其邁主持「行政院重要蚊媒傳染病防治協助地方專案會議」，國民黨高市議員陳麗娜、黃柏霖及立委黃昭順等人也到會議門口要求陳其邁支持高市防疫，但陳其邁身旁的民進黨高市議員林智鴻一聽到藍營民代開口，就大喊：「不要干擾副院長發言！」引發在場藍營民代不滿，黃昭順回嗆：「你誰啊，我都不認識。」行政院副院長陳其邁今到高雄主持「行政院重要蚊媒傳染病防治協助地方專案會議」。記者蔡孟妤／攝影 分享   facebook     ","陳其邁,蘇貞昌,2020選舉,郭台銘,登革熱",聯合新聞網,https://udn.com/news/story/12702/3880946
羅文嘉：藍綠愈亂柯愈有機會 民進黨要趕快穩定,2019/6/18 19:27,要聞,民進黨秘書長羅文嘉今天說，國、民兩黨各自內部愈亂，台北市長柯文哲就愈有機會，民進黨經過3個月的內戰，現在真的要趕快穩定下...,"民進黨秘書長羅文嘉今天說，國、民兩黨各自內部愈亂，台北市長柯文哲就愈有機會，民進黨經過3個月的內戰，現在真的要趕快穩定下來，若不穩定下來，就是拱手讓人。 
民進黨明天將召開中執會正式公告提名總統蔡英文參選2020總統大選。 
對於綠營內部挺前行政院長賴清德的支持者仍有不滿情緒。羅文嘉今天受訪指出，民進黨初選結束了，已經選了3個月，「內戰打到3個月，還要再打下去嗎？」大家要理智面對，若不接受，要怎麼辦，難道要看到6個月後是高雄市長韓國瑜、台北市長柯文哲或鴻海董事長郭台銘嗎？要接受未來台灣4年交給他們嗎？ 
他說，有些人有情緒，想要摧毀民進黨或摧毀蔡總統，他希望大家面對未來，把情緒放下來；要讓這情緒有軟著陸，才能重新起飛，因為，接下來會更辛苦。 
羅文嘉說，如果認為這次5家民調初選是代表最後的結果，「那是很大一個的陷阱」，因為民進黨初選民調是支持者期待再加上等電話，樣本偏綠的幅度會大於平常的民調，2011年也是這樣，當時民進黨內蘇貞昌與蔡英文初選，兩人與國民黨的馬英九對比，初選都贏馬英九，但大選還是輸。 
至於如何看待韓國瑜與郭台銘、郭台銘的兩岸論述是否對民進黨較有殺傷力；羅文嘉認為，應該放在國民黨初選脈絡來看，郭台銘有想要爭取的對象，所以文宣往某個方向走，是要與韓國瑜偏黃復興黨部的立場有所區隔；郭台銘的立場是初選要展現的，這是否代表未來大選真的想法，仍然是大問號。 
他說，如果是明天投票、按照國民黨現在的遊戲規則，他覺得是韓國瑜勝出，但國民黨7月中人選才會出線，到那時就很難講。 
至於柯文哲的聲勢，羅文嘉認為，「一直都沒有太大改變」，柯文哲的機會在於國、民兩黨內亂，兩黨各自內部愈亂，柯文哲就愈有機會。 
不過，羅文嘉認為，民進黨會漸漸趨於穩定，民進黨經過3個月的內戰，現在真的要趕快穩定下來，若不穩定下來，就是拱手讓人，讓柯文哲機會更大；現在國民黨剛開始，會如何發展無法預估，但柯文哲的機會建立在兩黨內亂，所以，民進黨要從現在的情緒混亂中，恢復過來。","民進黨,韓國瑜,柯文哲,2020選舉,羅文嘉",聯合新聞網,https://udn.com/news/story/12702/3879224
