TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
鴻海、台積電 認購燒,2019/10/22 23:36,股市,"台股昨（22）日在鴻海（2317）與台積電（2330）領軍攻堅下，帶動指數開高收高，終場上漲87點、以11,271點收市，創台股史上第二高，其中鴻海大漲2.4%、台積電上揚1.3%居功厥偉，連動相關認購權證全面勁揚大漲。","台股昨（22）日在鴻海（2317）與台積電（2330）領軍攻堅下，帶動指數開高收高，終場上漲87點、以11,271點收市，創台股史上第二高，其中鴻海大漲2.4%、台積電上揚1.3%居功厥偉，連動相關認購權證全面勁揚大漲。 
儘管近來市場充斥不少雜音，促使投資人居高思危，不過隨著外資積極力挺台股、連七買，加上散戶投資人積極回流，促動指數不斷驚驚上漲，昨日則開高收高，創下台股史上第二高點位，市值達34.15兆元改寫歷來高點新猷。 
觀察昨日盤面上，促動台股指數創高走揚的最大功臣，莫過鴻海、台積電等指標權值股。 
其中鴻海由於受惠外資看法大逆轉，配合買超4.1萬餘張，高居昨日買超排行第一，激勵股價表現強勢，躍居推升台股創高的首功。 
事實上，外資報告認為，由於iPhone、雲端、網通等將成為鴻海未來營運成長動能，目前價值遭到低估，股價淨值比才0.8倍，因此破天荒將其評等由「減碼」跳評至「買進」，目標價則由70元升至94元，激勵鴻海股價強勢走揚。 
台積電由於7奈米製程需求大爆單，除了5Ｇ相關等成為推動營運成長外，事實上，由於超微（AMD）市占節節高升，外資甚至預估未來兩年超微將占台積電營收達35%，成為第一大客戶，使得台積電營運前景看好，各外資紛紛給予正面評級。 
中國信託證券衍商部建議，看好鴻海、台積電等個股後市股價表現的投資人，可布局相關連結的認購權證。 
挑選標準，則以價平附近、距到期日超過三個月以上的權證為主，藉以放大槓桿利潤。","台積電,鴻海,台股指數",聯合新聞網,https://udn.com/news/story/7255/4119797
台股刷新29年新高收漲87.1點 三大法人買超130.2億,2019/10/22 15:21,股市,"台股今（22）日開高震盪收最高，突破前波高點11,270點，創下逾29年新高，蘋概三王領漲，終場以11,271.25點作...","台股今（22）日開高震盪收最高，突破前波高點11,270點，創下逾29年新高，蘋概三王領漲，終場以11,271.25點作收，上漲87.1點，成交量1,260.03億元；三大法人買超130.2億元。 
 
統計三大法人買賣超情況，外資及陸資（不含外資自營商）買超138.21億元，投信賣超4.46億元，自營商賣超（合計）3.54億元，其中自營商（自行買賣）買超0.64億元，自營商（避險）賣超4.19億元。 
 
美中貿易戰協商樂觀，美股周一收紅，台股今日開盤跳空衝上11,200點，以11,221.19點開出，由電子權值股領軍，台積電止跌反彈，鴻海表現亮眼，大盤指數開高後在高檔整理，終場收在11,271.25點，漲幅0.78%。","自營商,台股",聯合新聞網,https://udn.com/news/story/7251/4119070
權值股領軍 台股創29年新高,2019/10/23 00:46,股市,美中貿易協商樂觀言論催動美股上漲，激勵台股持續走強，加權指數昨天收盤上漲八十七點，創下二十九年新高，來到一一二七一點二五點，同時寫下台股次高記錄，市值達三十四點一五兆。在外資匯入下，新台幣匯率盤中則寫下逾一年新高、達三十點五一五元。,"台股加權指數昨天收盤上漲八十七點，創下二十九年新高，來到一一二七一點二五點。 圖／聯合報系資料照片 分享   facebook      
美中貿易協商樂觀言論催動美股上漲，激勵台股持續走強，加權指數昨天收盤上漲八十七點，創下二十九年新高，來到一一二七一點二五點，同時寫下台股次高記錄，市值達三十四點一五兆。在外資匯入下，新台幣匯率盤中則寫下逾一年新高、達三十點五一五元。 
由於外資連七買力挺台股，加上散戶投資人積極回流，促使指數驚驚漲，昨天外資又買超台股一三八點二一億元，投信則賣超四點四六億元、自營商賣超三點五五億元；觀察昨天盤面上，促動台股指數創高走揚的最大功臣，莫過鴻海、台積電等指標權值股。 
儘管指數創二十九年新高，但法人仍提醒籌碼面變化值得留意，現階段因進入除權息後的增資新股「密集發放期」，總計有十四萬張增資新股，未來兩周將密集出籠，個股震盪程度恐加劇。 
至於新台幣匯率雖盤中升值，尾盤卻受國際美元反彈，以及投信、壽險業者搶便宜美元、央行調節影響，尾盤翻貶，終場收三十點五九四元，貶值○點二分，終結連三升。「估計近幾日的投信美元買盤，是為了ＥＴＦ商品要投資海外標的，背後資金來源應該是壽險」，匯市交易員擔心，假設新台幣未來下跌，衝擊力道勢必相當大。 
交易員認為短線新台幣將有機會觸碰三十點五元整數關卡，「本周破的機會也相當高」，但近期外資態度開始轉為觀望，買賣美元都有，匯銀人士評估，新台幣將在三十點五到三十點六元區間波動。 
台新投顧副總黃文清則表示，台積電展望優於預期，高階製程市占提升，帶動上下游供應鏈，此外，iPhone11具價格吸引力，有利台灣供應鏈，外資多預期明年台股企業獲利恢復正成長，台股後市仍以偏多看待。","台股,外資,台積電,台幣匯率,權值股",聯合新聞網,https://udn.com/news/story/7251/4119869
外資高喊鴻海太便宜 由減碼跳評兩級至「買進」,2019/10/22 17:05,股市,美銀美林高喊鴻海太便宜，股價淨值比才0.8倍，破天荒將投資評價由「減碼」跳評兩級至「買進」，將鴻海目標價由70元升至94...,"美銀美林高喊鴻海太便宜，股價淨值比才0.8倍，破天荒將投資評價由「減碼」跳評兩級至「買進」，將鴻海目標價由70元升至94元，iPhone、雲端、網通為未來三大成長動能。 
 
美銀美林22日發布報告指出，由於鴻海2017-2019的年獲利下滑7-18%、經營管理權進入過渡期加上企業轉投資等因素，目前股價淨值比只有0.8倍。如果扣除夏普/亞太電信的投資不計，股價淨值比也只有0.9倍。不過，今年以來，情況已有改善。預期2020至2021年，來自於iPhone、雲端、網通的三大成長動能將使鴻海的獲利年成長率達3-4%。 
 
美銀美林分析師預期，iPhone的明年出貨量年成長率9%，2021年10%。至於由鴻海擁有84%的富士康工業互聯網（FII），占鴻海今年第2季獲利的70%，預期2020-2021年FII的年獲利成長率19%。加上鴻海在明年第4季可望打入Apple Watch供應鏈，將提供更多的成長動能。 
 
報告指出，雖然鴻海歷來的資本支出龐大且有各式各樣的轉投資，但鴻海不曾虧損過，只是自由現金流量數字不佳。鴻海從2010年以來的股利發放率介於15%至40%，未來計劃提高到40%以上，新的管理階層也將更聚焦在核心業務。","鴻海,iPhone",聯合新聞網,https://udn.com/news/story/7251/4119320
台股開高收紅 收11271點,2019/10/22 14:10,股市,台北股市今天開高收紅，收盤漲87.1點，為11271.25點，漲幅0.78%，成交金額新台幣1260.03億元,"台北股市今天開高收紅，收盤漲87.1點，為11271.25點，漲幅0.78%，成交金額新台幣1260.03億元。 
加權指數開盤為11221.19點，盤中最高11271.25點，最低11218.25點；不含金融股指數9514.48點，漲78.89點。 
八大類股漲跌幅：泥窯股跌0.12%、食品股漲0.46%、塑化股漲0.54%、紡織股漲0.36%、機電股漲0.99%、造紙股漲0.08%、營建股漲0.18%、金融股漲0.43%。 
委買張數1094萬9211張，委賣張數705萬6712張，成交張數401萬133張。 
收盤時上漲412家，下跌379家，持平153家。 
成交量前5名個股為富邦VIX、元大滬深300正2、鴻海、欣興、元大S&P原油正2。 
漲幅前5名個股為潤泰材、藍天、太極、南電、康控-KY。 
跌幅前5名個股為中環、圓展、國產、銘旺科、杜康-DR。","個股,金融股",聯合新聞網,https://udn.com/news/story/7251/4118877
伺服器網通大廠回台 鴻佰、智邦急徵千名工程師,2019/10/22 18:07,產經,受到美中貿易戰的影響，伺服器、網通設備為回流臺灣製造的主力產品。伺服器大廠-鴻海集團旗下鴻佰科技在勞動部「台灣就業通」網...,"受到美中貿易戰的影響，伺服器、網通設備為回流臺灣製造的主力產品。伺服器大廠-鴻海集團旗下鴻佰科技在勞動部「台灣就業通」網站上徵才近200人，其中品保工程師月薪上看7萬元；智邦徵才700人。 
 
勞動部進一步指出，鴻佰科技徵才近200人，職缺涵蓋品保工程師、測試工程師、倉庫帳務人員等職缺，其中品保工程師的月薪上看70,000元。 
 
此外，網通大廠智邦科技今年積極擴廠，目前招募新血超過700人，勞動部呼籲求職者可多把握機會。 
 
根據勞動部勞動力發展署「台灣就業通」資料庫統計，今年9月各公立就業服務機構新登記求職人數總計58,525人，較8月減少3.28％，新登記求才人數為94,855人，較8月減少9.96％，求供倍數為1.62倍，平均每一位求職者有1.62個工作機會。","勞動部,工程師,求職",聯合新聞網,https://udn.com/news/story/7240/4119479
"權值股領軍 台股漲87點收11,271再創29年新高",2019/10/22 13:47,股市,"川普釋出美中貿易協商樂觀言論，加上美股財報季開跑表現不俗，帶動美股四大指數昨夜收漲，激勵台股今日開盤便突破11,200點...","台股今日終場以11,271.25點作收，上漲87.10點，成交量1,260億元，突破去年1月11,270高點，再創29年新高。報系資料照 分享   facebook      
川普釋出美中貿易協商樂觀言論，加上美股財報季開跑表現不俗，帶動美股四大指數昨夜收漲，激勵台股今日開盤便突破11,200點大關，以11,221.19點開出，在電子權值股的領軍下，多頭向上挺進，儘管盤中略有獲利了結賣壓，不過尾盤權值股仍被點火，終場以11,271.25點作收，上漲87.10點，成交量1,260億元，突破去年1月11,270高點，再創29年新高。 
 
受惠總統川普發表美中貿易協商樂觀言論，認為雙方將簽訂良好協議並終止貿易戰，提振整體股市一路走高；另財報季開局表現不俗，金融股漲勢延續，終場四大指數全數收漲。而亞洲主要股市今日漲跌互見，韓、台、港股開高震盪走高，韓股走揚逾1%表現最為強勢，陸股開高震盪翻黑小跌，表現最為弱勢，日股則休市一天。 
 
觀察今日台股盤中台灣50成分股表現，電子族群表現強勢，成為指數上攻的多頭總司令，權王台積電今日止穩重啟攻勢，指數開高持穩走揚逾1％，鴻海開高走揚逾2.45%，股王大立光開高震盪力守紅盤格局，光寶科走揚逾7%，可成、研華、廣達也有逾1%的漲幅;金融族群部分則表現較為疲弱，僅上海商銀、彰銀、永豐金、開發金等呈現小漲;傳產族群部分，則以統一超走揚逾4.3%表現最為強勁，台灣高鐵、和泰車也有逾1%的漲勢等。 
 
其餘盤面上焦點股部分，IC載板暨印刷電路板廠旺季需求暢旺，第3季營運表現佳、第4季可望續強下，帶動南電今日股價亮燈漲停，欣興也有近5%的漲幅，銅箔基板材料商日本松下電工（Panasonic）郡山工廠日前因颱風淹水停工，受災廠區要兩個月才能恢復正常，市場預期台廠聯茂有機會爭取高階CCL轉單，帶動今日股價走揚逾2.5%，台光電也有逾2%的漲勢。其餘包括泰碩、臻鼎-KY、世芯-KY、矽創、京鼎、立積、全新等也持續維持紅盤格局。 
 
統一投顧表示，今晨美國白宮宣稱，美中貿易戰進展良好；加上台積電法說釋出產業利多，電子業旺季行情啟動；而美股財報可望利空出盡，對後市展望樂觀。目前台股各期均線均呈多頭排列，加上外資法人歸隊，均有利類股良性輪漲及指數震盪盤堅，仍有高點可期。","台積電,台股,財報",聯合新聞網,https://udn.com/news/story/7251/4118861
台指期 仍可正面期待,2019/10/22 23:19,股市,"股期雙市昨（22）日齊步站穩11,200點之上，台指期創1998年7月21日掛牌以來收盤新高；分析師表示，現階段期現貨逆價差擴增，外資淨多單增加1,664口至5.3萬口，展望盤勢，由於外資近期現貨持續買超，台指期行情可正面期待。","股期雙市昨（22）日齊步站穩11,200點之上，台指期創1998年7月21日掛牌以來收盤新高；分析師表示，現階段期現貨逆價差擴增，外資淨多單增加1,664口至5.3萬口，展望盤勢，由於外資近期現貨持續買超，台指期行情可正面期待。 
現貨與期貨行情走勢方面，美股四大指數周一大漲收高，主因美中貿易協議進展順利，加上美股財報季開局良好，其中費半指數揚升近2%，AMD、Nvidia與美光等晶片股領軍大漲。 
台股昨天早盤受此激勵，開盤後一路上攻突破前波高點，但價格挑戰到11,268點後迅速出現賣壓收斂漲幅，權值股台積電、鴻海、大立光都在這時回落甚至翻黑。 
所幸10點過後賣壓緩和，指數震盪後緩步上揚，午盤過後權值股買單擴大，電、金、傳都出現強漲，終場加權指數漲87點，收11,271點。 
期貨表現上，蘋概股帶動台指期昨天向上挑戰11,200點關卡，其中鴻海漲幅達2.4%，權值龍頭台積電上漲1.4%，加上台塑四寶亦表現不俗，終場台指期漲85點，以11,242點作收。 
價差方面，台指期逆價差擴至29.25點，電子期逆價差擴至1.71點，金融期逆價差擴至2.66點；期現貨逆價差擴增，顯示在期指漲多後，市場風險意識增溫。 
永豐期貨表示，就籌碼面分析，現貨部分，三大法人昨天買超130.19億元；在台指期淨部位方面，三大法人淨多單增加2,625口至27,394口，其中外資多單加碼且空單減碼，淨多單增加1,664口至53,460口。 
至於十大交易人中特定法人，全月台指期淨多單則增加2,388口至20,284口。 
永豐期貨指出，台股昨天挾帶國際股市利多成功挑戰前高，行情轉由多方掌握發球權，量能回升，因此雖然目前位階偏高，但仍建議勿預設立場貿然偏空操作。 
群益期貨表示，現階段外資期現貨同步作多，自營商選擇權中性偏多，月、周選偏多依舊，整體籌碼面偏多格局。技術面台股昨天再度量價齊揚，目前已來到前高壓力位置，短線一旦再放量往上突破，台股將加速走揚幅度。 
期貨分析師認為，整體而言，台指期昨天不僅攻克11,200點關卡，並創下1998年7月21日掛牌以來收盤新高；展望盤勢發展，由於美中有機會在11月中簽署初步協議，加上外資近期現貨持續買超，台指期行情仍可正面期待。","台指期,期貨",聯合新聞網,https://udn.com/news/story/7255/4119752
PCB前景佳 買盤聚焦,2019/10/22 23:29,股市,"國際政經持穩，加權指數昨（22）日跳空開高越過11,270前波高點，盤面上，南電（8046）、臻鼎-KY等PCB股再受買盤加持，漲幅表現整齊，為市場多方焦點。","國際政經持穩，加權指數昨（22）日跳空開高越過11,270前波高點，盤面上，南電（8046）、臻鼎-KY等PCB股再受買盤加持，漲幅表現整齊，為市場多方焦點。 
美國總統川普周一樂觀看待與中國達成貿易協議的可能性，美股三大指數全面上漲，提振市場信心，多方氛圍並延續至亞股；台股在台積電、鴻海等權值股的推升下，緩步墊高，市場資金重新點火電子類股，除了5G、半導體、PA等行情增溫外，PCB股也展開攻高走勢。 
南電ABF載板訂單能見度高，法人並預估在稼動率滿載下，南電全年可望轉盈，激勵股價鎖住漲停，創下今年新高；欣興今年載板產能較去年增加20%左右，預計明年資本支出高達160億元，營運動能強勁，昨也有逾半根漲停的漲幅表現。 
銅箔基板為符合5G高速傳輸需求，規格將由低損耗提升至超低損耗，並大幅運用在基地台及手機領域，預期整體市場規模於2025年來到40億美元，成長空間大。在前景仍佳的預期下，買盤回流，推升台光電、聯茂站上所有均線之上。 
外資昨日買超1,759張，是推升臻鼎股價的主要因素，臻鼎市值昨日達到1258.6億元。外資從10月4日已連11個交易日買超臻鼎，該期間累計買超達1.1萬餘張。 
經濟日報提供 分享   facebook","臻鼎,外資",聯合新聞網,https://udn.com/news/story/7251/4119751
高雄第二選區／黃韻涵成「郭家軍」？母：不排除邀柯P推介,2019/10/22 23:25,要聞,鴻海創辦人郭台銘日前在高雄推薦國民黨提名立委參選人黃韻涵，也喊出黃是「郭家軍」，有人質疑黃韻涵的做法是「劈腿」，其母陸淑美表示，黃參選目標是下架民進黨、下架蔡英文，如果只有「韓家軍」支持就能勝選嗎？黃韻涵爭取各界支持，不只邀請郭董，也不排除邀請台北市長柯文哲拍影片推介，甚至拜訪親民黨主席宋楚瑜尋求支持，但總統參選人當然是支持韓國瑜。,"高雄市會副議長陸淑美說，她的女兒黃韻涵（高雄市立委第二選區國民黨籍參選人）獲得鴻海集團創辦人郭台銘支持，也會尋求台北市長柯文哲、親民黨主席宋楚瑜支持。 記者楊濡嘉／攝影 分享   facebook      
鴻海創辦人郭台銘日前在高雄推薦國民黨提名立委參選人黃韻涵，也喊出黃是「郭家軍」，有人質疑黃韻涵的做法是「劈腿」，其母陸淑美表示，黃參選目標是下架民進黨、下架蔡英文，如果只有「韓家軍」支持就能勝選嗎？黃韻涵爭取各界支持，不只邀請郭董，也不排除邀請台北市長柯文哲拍影片推介，甚至拜訪親民黨主席宋楚瑜尋求支持，但總統參選人當然是支持韓國瑜。 
國民黨高雄市黨部主委莊啟旺表示，柯文哲領軍的台灣民眾黨，是與國民黨有競爭性的政黨，他會去向陸淑美、黃韻涵表明，不宜尋求柯文哲的推介。 
黃韻涵參加郭台銘感恩見面會前，即發表聲明強調「總統唯一支持韓國瑜」，她是國民黨提名的高雄市第二選區參選人，民主選舉就是看誰的票比較多，努力爭取各方支持，郭董是世界知名企業家，很榮幸能獲得郭董支持。 
陸淑美說，獲得郭台銘支持，對黃韻涵有加分，在高雄市立委第二選區，藍、綠各有一定比率支持者，中間選民更是關鍵力量，黃韻涵要力爭中間選民的選票。 
","2020選舉,2020立委選舉,2020選舉高雄市立委,韓國瑜,柯文哲,郭台銘,宋楚瑜,蔡英文",聯合新聞網,https://udn.com/news/story/7548/4119969
當心籌碼變化！利勤、鑽全、國票金等增資股即將出籠,2019/10/22 18:10,股市,台股22日開高走高，指數創29年新高，但籌碼面變化值得留意，現階段因進入除權息後的增資新股「密集發放期」，利勤（4426...,"台股22日開高走高，指數創29年新高，但籌碼面變化值得留意，現階段因進入除權息後的增資新股「密集發放期」，利勤（4426）、鑽全、國票金等，總計14萬張增資新股，未來兩周將密集出籠，個股震盪程度恐加劇。 
 
台股22日早盤走強，逼近去年1月下旬11,270點波段高點，之後高檔整理，尾盤電子續強，金融翻紅，台積電和鴻海擺尾，終場收11,271點，上漲87點，創1990年4月上旬以來高點，成交值1,260億元。 
 
台新投顧副總黃文清表示，台積電展望優於預期，高階製程市占提升，帶動上下游供應鏈，此外，iPhone11具價格吸引力，有利台灣供應鏈，外資多預期明年台股企業獲利恢復正成長，台股後市仍以偏多看待。 
 
兆豐國際投顧董事長李秀利則指出，雖然大盤多頭氣盛，但上市櫃公司除權息後，增資新股也進入「密集發放期」，富致、利勤、旭隼、旭源、展宇、鑽全、力達-KY、國票金、新光金等多檔個股，增資股將接續發放。 
 
短線籌碼面變化值得追蹤，但股價並不一定會下跌，「主要關鍵仍須觀察市場環境，還有個股業績成長性、本益比等」。 
 
「由於近期傳產、電子輪動，雖然增資股上市，短期可能不利於籌碼面穩定，但預期獲利成長性佳的族群，應仍會受到市場法人買盤護持。」李秀利說。 
 
根據統計，未來兩周共計有16萬張的增資新股將密集上市；其中，新光金、國票金、力達-KY 、利勤等，各自有上萬張的的增資新股，將會在近期密集釋出。 
 
至於旭隼、富致、旭源、鑽全、展宇等，也有數千張至數百張的增資新股將出籠。 
 
黃文清認為，若以台股近期盤勢多頭頻創新高的格局來看，增資股消化速度將有機會比市場預期來得快，配合國際股市高檔震盪，台股仍可望出現波段行情。 
 
搭配除權息和主要增資股出籠的時間點來看，增資股的高峰賣壓期應在10月底、11月初可望告一段落，一些預期下半年成長性仍高的績優族群仍可作逢低布局。 
 
法人強調，儘管對增資股，市場一般以負面解讀，但觀察現階段的增資股，部分個股先前股價已隨大盤修正，較無短線過熱的獲利了結賣壓，法人若能趁增資股出籠之際反向加碼，將有助股價持穩。","台股,個股",聯合新聞網,https://udn.com/news/story/7251/4119484
台股創29年新高 法人：三大指標看旺台股,2019/10/22 22:36,股市,台股今天在台積電、鴻海助陣下以11271.25點作收，創下29年來新高。法人表示，在台幣不貶台股不跌、空頭不死多頭不止、...,"台股今天在台積電、鴻海助陣下以11271.25點作收，創下29年來新高。法人表示，在台幣不貶台股不跌、空頭不死多頭不止、高殖利率股吸金三大指標趨勢下，台股持續看旺。 
美中貿易協議釋出善意，加上美股財報喜訊的激勵，台股今天收盤創下1990年4月上旬以來波段新高，多頭氣盛。三大法人中，外資及陸資買超138.21億元，投信和自營商小幅賣超，合計買超新台幣130.2億元。 
安聯台灣科技基金經理人廖哲宏表示，受惠於市場和外資對明年台股企業獲利展望正向，有助於支撐台股後市。重要權值股提高資本支出、iPhone11系列新機銷售優於預期及未來5G需求，料將持續成為未來牽動盤勢的關鍵動能。 
第一金投顧董事長陳奕光表示，台幣升值趨勢不變，「台幣不貶台股不跌」只要新台幣無明顯出現轉弱，台股資金動能都算強勁，而「空頭不死、多頭不止」，空頭回補反成為指數的支撐力道；同時觀察即將在23日除息的元大高股息ETF，雖然股價持續創高，殖利率仍突破6%，對於全球低利率的環境下，台股仍具吸引力。 
華南投顧董事長儲祥生表示，美國經濟數據不差，全球資金太多，台股基本面及高殖利率都相當具吸引力，外資熱錢有機會持續進來，台幣持續升值，台股指數就有向上續攻的空間。","台股指數,新台幣,高殖利率",聯合新聞網,https://udn.com/news/story/7251/4119645
鴻海印度製造 再跨大步,2019/10/23 00:33,產經,鴻海印度布局再跨一步，在當地組裝的iPhone XR已經開始出貨，主打印度內銷市場。據了解，鴻海印度iPhone XR年產能達300萬支，藉此為為明年主打新興市場、更平價的iPhone SE2在非中國大陸生產暖身。,"本報資料照片 分享   facebook     鴻海印度布局再跨一步，在當地組裝的iPhone XR已經開始出貨，主打印度內銷市場。據了解，鴻海印度iPhone XR年產能達300萬支，藉此為為明年主打新興市場、更平價的iPhone SE2在非中國大陸生產暖身。 
鴻海過往都在中國大陸組裝iPhone，此次正式在印度啟動iPhone XR，顯示鴻海分散iPhone製造據點的布局，已經獲得初步的成果，未來也將能持續降低美中貿易戰不確定性的影響。 
對於相關訊息，鴻海集團昨日表示，該集團不評論任何有關既有及潛在客戶、產品、供應鏈夥伴的傳言。 
國外科技網站9To5Mac引述華爾街日報記者柏尼爾在推特上發表的圖片指出，在一款iPhone XR包裝盒背面寫著產品由蘋果加州設計、印度組裝等描述。 
印度當地消息則提到，蘋果已在印度開始銷售印度組裝的iPhone XR，相關印度組裝機種在當地電子零售商店販售，64GB版本機種價格約4.99萬印度盧比（約新台幣2.15萬元）。在印度組裝能避免印度對相關機種的高額關稅，同時也符合當地採購零組件的比率。 
在iPhone XR機種由鴻海印度製造並於當地展開銷售後，市場預期，隨著發展成熟，未來當地將能組裝iPhone 11系列等最新機種並於印度銷售。在此之前，蘋果在印度是透過緯創生產舊款手機，如iPhone 6s和iPhone 7。 
另外，據了解，鴻海集團從2015年加速布局印度製造以來，已於2017至2018年在新孟買的據點試產手機，當時生產規畫主要是先以非蘋機種當地銷售為主。隨後開始在欽奈廠區以外的據點試產蘋果舊機種，今年是首度在印度廠生產較新款iPhone，初期月產能外傳約25萬支、年產能約300萬支，隨時可因需求調整產能。 
印度媒體則提到，蘋果公司希望運用印度做為出口的選項之一，減輕美國和中國大陸之間拉鋸的貿易戰的影響，先前印度總理莫迪也試圖將印度定位為智慧手機製造的樞紐。 
 分享   facebook","印度,iPhone,iPhone XR",聯合新聞網,https://udn.com/news/story/7240/4120112
期貨商論壇／選擇權 操作賣權,2019/10/22 23:19,股市,最近股市受惠美中貿易戰降溫，可說是多頭輪動狀態，美股最近處於高檔震盪，拉回整理主因是道瓊最大成分股波音公司的利空，但這個回檔還好，股市仍在多頭格局。且蘋果被券商調高目標價，在電子股利多下，其實有利多頭輪動。,"最近股市受惠美中貿易戰降溫，可說是多頭輪動狀態，美股最近處於高檔震盪，拉回整理主因是道瓊最大成分股波音公司的利空，但這個回檔還好，股市仍在多頭格局。且蘋果被券商調高目標價，在電子股利多下，其實有利多頭輪動。 
台股目前站穩11,000點之上，但要持續往上突破，需要外資對電子股大舉進場，但實際情況卻是外資比較沒有續買台積電，最近漲的股票很多都是低基期落後補漲股像是鴻海等，或是營建、傳產類型，相對保守許多，這種多頭輪動型的漲法，也代表現在屬於高檔震盪，不至於會大跌，但要大漲也不容易。 
既然股市高檔震盪偏多，操作要以不跌為基礎，可採用賣權多頭價差，賣出11,100點的賣權（PUT），買進10,900點的PUT，主要以SELL PUT 11,100點來收權利金，真的不小心發生大跌的情況，也有BUY PUT 10,900點避險，保持操作彈性操作，降低操作風險才能在市場長長久久。（群益期貨提供）","電子股,外資,台積電",聯合新聞網,https://udn.com/news/story/7255/4119753
電子集團市值飆 台積最猛,2019/10/22 23:42,股市,"台股今年先蹲後跳，市值增加前五大集團股全為電子股，以權王台積電集團飆升1.79兆元最出色，聯發科、鴻海、緯創、聯電等四大集團也大增1,000億至2,000億元不等，是最大贏家。","台股今年先蹲後跳，市值增加前五大集團股全為電子股，以權王台積電集團飆升1.79兆元最出色，聯發科、鴻海、緯創、聯電等四大集團也大增1,000億至2,000億元不等，是最大贏家。 
經濟日報提供 分享   facebook     台股今年雖飽受美中貿易衝突、美債殖利率倒掛等變數干擾，但挾高殖利率、半導體景氣復甦等利多，昨（22）日衝上11,271點29年半新高，與去年底9,727點相較，上漲1,543點或15.8%，上市櫃合計市值增加5.2兆元。 
受景氣循環接近末端、中國大陸經濟降溫、油價下跌等衝擊，今年傳產集團除有水泥事業加持的台泥、遠東集團市值分別增加417億、548億元外，其餘表現差強人意，台塑集團則大減逾2,000億元，堪稱最大苦主。 
去年旺季不旺的電子集團股，今年受惠5G基礎建設加速建置、陸廠去美化等利多題材，力抗美中貿易戰陰霾，尤其半導體庫存去化有成，更讓台積電、聯發科、聯電、日月光等相關集團股「撿到槍」，集團市值大有斬獲。 
台積電挾7奈米以下先進製程完封對手，獲得蘋果、海思、超微、高通、聯發科等大客戶訂單，近期股價、市值屢創掛牌上市後新高，加上旗下創意、精材等子公司，合計今年市值大增1.79兆元，對台股市值貢獻約三分之一。 
聯發科記取先前4G時代落後競爭對手高通的教訓，提早布局5G技術，首顆5G系統單晶片（SoC）預計今年底至明年初量產，加上陸廠去美化效應的有利環境，吸引三大法人回補12.4萬張，以集團市值增加2,277億元排名第二。 
向來受市場矚目的鴻海集團，今年雖有美中貿易戰、創辦人郭台銘交棒及市場預期iPhone新機出貨量下滑等變數紛擾，所幸iPhone 11銷售優於預期，吸引外資近日回頭搶補，展開補漲行情，累計今年集團市值增加1,200億元。 
今年在iPhone、伺服器訂單都有不錯成績的緯創集團，除母公司緯創股價自谷底反彈，今年市值增加219億元外，還有緯穎3月底掛牌上市，使集團整體市值突飛猛進，累計增加1,125億元，排名超越聯電、日月光等半導體集團。","台積電,4G,聯發科",聯合新聞網,https://udn.com/news/story/7251/4120114
外資買超138.21億 最愛這一檔,2019/10/22 19:17,股市,"台股今(22)日收在11,271.25點，創下逾29年新高，三大法人合計買超130.2億元，尤以外資買超138.21億元...","台股今(22)日收在11,271.25點，創下逾29年新高，三大法人合計買超130.2億元，尤以外資買超138.21億元最多，統計買超前十大個股中，買超鴻海(2317)41,123張最高，其次是光寶科及欣興。 
 
台股今日開盤跳空衝上11,200點，以11,221.19點開出，由電子權值股領軍，台積電止跌反彈，鴻海表現亮眼，大盤指數開高後在高檔整理，終場收在11,271.25點，上漲87.1點，漲幅0.78%，成交量1,260.03億元；三大法人買超130.2億元，除了外資買超，投信賣超4.46億元，自營商賣超（合計）3.54億元。 
 
外資買超以權值股、低基期股、金融股及題材股為主，買超前十大依序是鴻海、光寶科、欣興、元大台灣50反1、新光金、台積電、中信金、嘉聯益、南電、群創等。 
 
美系外資調高鴻海評等至買進，目標價上看94元，今日股價開高走高收在79.5元，上漲1.9元，漲幅2.44%，成交量爆出83,803張，統計外資買超41,123張，投信賣超60張，自營商買超2,222張，三大法人合計買超43,285張；外資連買7個交易日，合計買超14萬6,620張。 
 
蘋概三王今日齊揚，台積電也獲外資買超10,371張，投信買超15張，自營商賣超164張，合計三大法人買超10,222張，外資連續3個交易日買超台積電，今日以294元收盤，上漲4元，漲幅1.37%，成交25,961張；大立光收4,390元，上漲10元，成交361張。","外資,台積電",聯合新聞網,https://udn.com/news/story/7251/4119607
