,TITLE,TIME,DESCRIPTION,CONTENT,year,month,day,hour,status,10,12,2018,2019,7nm,8150,855,ces,computex,facebook,finfet,mashdigi,mwc,qualcomm,sm8150,snapdragon,一款,三星,不過,今年,今年底,仍無法,仍維持,以現,作為,使用,傳聞,先前,全新,公布,分享,刊登,則是,包含,原文,可能,台積電,合作,同時將,名為,名稱,型號,多常,媒體,宣布,將以,將與,就是,常時,年底,廠商,應用,應該,或是,所指,所能,手機,打造,技術,指稱,授權,採用,接下,推出,提交,揭曉,文件,新款,新聞,明年,是否,更多,更多常時,最快,期間,機處,正式,消息,版本,理器,甚至,產品,目前,知曉細節,確定,確認,筆電,筆電產品,等到,維持,網獲,聯合,聯盟,至於,藍牙,規範,認證,資訊,轉載,連接,連網,階段,預期,預計,首波
28,台積、可成目標價 飛越300,2019-10-07,iPhone 11熱銷，?豐、野村證券搶先在台積電、可成發布營收前夕唱旺前景，除分別對兩大蘋概股重申「買進」評等，並將目標價升上318元、300元；外資圈也在?豐加入下，總計包括高盛、摩根大通等六大外資，都給台積電逾300元目標價。,"台積電董事長劉德音（左）可成董事長洪水樹 分享   facebook     iPhone 11熱銷，?豐、野村證券搶先在台積電、可成發布營收前夕唱旺前景，除分別對兩大蘋概股重申「買進」評等，並將目標價升上318元、300元；外資圈也在?豐加入下，總計包括高盛、摩根大通等六大外資，都給台積電逾300元目標價。 
 
iPhone 11系列機祭出吸引力的訂價，全球熱銷不僅帶動各機構上修銷售預測，外資圈的調升動作也轉進蘋概股，負責代工iPhone A13晶片和供應金屬機殼的台積電、可成率先獲得調升。 
 
?豐證券科技產業分析師洪希民表示，由於新iPhone買氣強烈，加上超微、海思等大客戶下單，台積電將公布的第3季營收很可能「超標」，季增幅比財測的18%多出0.5到1個百分點；且7奈米滿載下，每股稅後純益（EPS）有機會挑戰3.7元到3.8元，繳出季增近五成的強勁增幅。 
 
經濟日報提供 分享   facebook     洪希民說，市場對台積電的期待，可望再度推動17日登場的法說會行情，他同時點出國際投資人在台積電股價、業績雙強下，將關注六大焦點，包括：5奈米量產進度、資本支出會不會調高、3奈米研發、2020年初步的半導體景氣展望、產業庫存調整以及客戶採用先進製程的疑慮等；若會中釋出好消息，可望強化市場信心。 
 
目前?豐對台積電7、5奈米信心十足，認為第3季財報將報喜外，第4季營收也確立季增近一成的趨勢；對今年營收則預估達到1.05兆元，年增2.4%。 
 
洪希民表示，台積電高階製程快速演進，對客戶有利，不過也要留意，相較於過去90奈米演進到10奈米，耗費8-12季，此次7奈米到5奈米僅有六季，仍須關注客戶採用狀況。 
 
若以樂觀情況看，他預期明年7奈米加上5奈米占總營收貢獻可達50%，並據此上調對台積電的基本面和目標價預測。 
 
野村證券科技產業分析師李佳伶則看好iPhone 11熱賣，明年上、下半年又有iPhone SE2、5G iPhone接力問市，可成營收將比他預期增長。 
 
根據李佳伶重新調整的財測，可成今、明年營收有機會挑戰868億元、999億元，EPS也獲上修到19元和30元，換算明年年增率達15%。",2019,10,7,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
29,華為去美國化 台廠趁勢吃單擴產搶商機,2019-10-06,中國通訊和手機大廠華為積極布局5G，趁勢打造自主供應鏈，台灣半導體廠商搭上順風車，持續吃單或擴產，掌握美中貿易戰下的難得...,"中國通訊和手機大廠華為積極布局5G，趁勢打造自主供應鏈，台灣半導體廠商搭上順風車，持續吃單或擴產，掌握美中貿易戰下的難得商機。 
華為（Huawei）積極布局5G基地台、通訊設備、高階智慧型手機以及伺服器等應用，本土法人報告指出，2020年中階和高階5G智慧型手機市場，可能由華為獨霸，主要是華為旗下海思（Hisilicon）具有獨立5G和相關系統單晶片（SoC）解決方案，且華為在中國市占率高，預估2020年中國的5G採用率將是全球最高。 
亞洲外資法人報告預期，到2020年華為5G智慧型手機占中國5G手機比重超過50%。至於在伺服器部分，華為在中國整體伺服器市占率約17%到19%，排名第2。 
產業人士指出，美中貿易戰尚未落幕、美國對華為禁令動向仍不明朗，華為有意透過布建5G應用，擺脫關鍵半導體零組件對美國的依賴，趁勢打造自主供應鏈。 
在華為布局5G半導體關鍵零組件從「去美化」到自主化的轉型過程中，台灣半導體廠商扮演關鍵角色，已是華為仰賴的供應鏈，台廠有機會在美中貿易戰下掌握難得商機。 
首先晶圓代工龍頭台積電持續受惠海思投產7奈米和5奈米先進晶圓製程，法人指出，2018年10月底在南京正式量產的台積電南京廠，也是主要供應華為集團所需晶片製程。 
美系券商報告預期，華為對台積電投產的5G系統單晶片和特殊應用晶片（ASIC）訂單量可持續增加，推動台積電第4季7奈米製程的稼動率可續達到滿載，明年台積電在5G相關業績比重可到13%。 
5G應用下晶片異質整合封裝以及整合封裝（AiP）扮演關鍵角色，法人報告指出，5G時代終端單機天線數量將快速增加，同時天線材料和封裝方式也將升級。 
產業人士透露，日月光半導體深耕5G天線封裝技術，去年10月台灣在高雄成立的天線實驗室，今年持續運作，預估支援毫米波頻譜、採用扇出型（Fan-out）封裝製程的天線封裝（AiP）產品，規劃2020年量產。其中扇出型封裝製程供應美系和中國大陸晶片廠商，市場推測中國廠商即是華為。 
在華為邁向5G應用過程中，基地台和手機晶片測試量持續增加，半導體晶圓需要更長更繁複的測試階段，市場預期晶圓測試廠京元電在中國的測試機台測試時間將會拉長，業績可望受惠。 
因應華為對5G基地台應用需求，IC封測廠矽格規劃在中國大陸蘇州承租既有廠房擴產，效益預計明年首季浮現。 
媒體日前也報導，華為與IC設計廠祥碩洽商伺服器晶片平台供應，有意取代美商安華高（Avago）；此外法人指出，電源管理IC設計商矽力-KY也傳出打進華為5G基地台供應鏈，預期今年底可開始量產出貨。 
市場也傳出，華為積極在射頻元件布局非美系供應鏈，例如台廠中華精測切入海思射頻元件測試，IC測試板設計廠雍智切入華為5G行動通訊射頻晶片測試載板供應鏈。 
美系券商報告日前指出，華為手機用分離式元件功率放大器，採用穩懋的砷化鎵產品。穩懋目前產能滿載，預計第4季進機台擴產，明年第2季新產能將陸續開出，產能將自3.6萬片擴增至4.1萬片，擴產幅度約14%。中國通訊和手機大廠華為積極布局5G，趁勢打造自主供應鏈，台灣半導體廠商搭上順風車，持續吃單或擴產，掌握美中貿易戰下的難得商機。路透 分享   facebook",2019,10,6,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
30,期貨商論壇／台積期 中性偏多,2019-10-06,近期台積電宣布在美國、德國及新加坡對格羅方德提出25項專利侵權訴訟，以確保技術領先地位，並保護其全球客戶與消費者。建議看好台積電後市股價表現的投資人，可透過個股期貨介入布局。,"近期台積電宣布在美國、德國及新加坡對格羅方德提出25項專利侵權訴訟，以確保技術領先地位，並保護其全球客戶與消費者。建議看好台積電後市股價表現的投資人，可透過個股期貨介入布局。 
美系外資在報告中表示，近期零組件訂單下修及終端市場關聯性降低、晶圓代工訂單並沒有削減、客戶庫存高於歷史庫存水位，顯現客戶對台積電需求增強，且台積電先進製程動能爆發恐被低估，受惠5G應用處理器與高速運算核心（HPC）訂單需求陸續湧現，預估明年7奈米有機會帶動營收達雙位數成長。 
技術面觀察，近期股價受國際股市拉回影響，微幅失守周線支撐，所幸短中長期均線依舊多頭排列，短線操作上，台積電股票期貨股價未跌破月線以前，建議中性偏多看待為宜。期貨交易為高槓桿的保證金交易，均有高度投資風險，請投資人衡量投資能力適度加減碼。（元富期貨提供）",2019,10,6,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
31,史上最亂颱風假… 「一竹兩制」民怨衝天被罵翻,2019-09-30,中颱米塔侵襲北台灣，一河之隔的新竹縣市放不放颱風假不同調，連帶科技大廠、學校、法院、郵局遭波及而一團亂，沒放假的新竹市長林智堅臉書被灌爆，放假的新竹縣長楊文科也挨轟，堪稱有史以來最亂颱風假。,"新竹市長林智堅（左）昨天防颱視察全中興地下道。 記者張雅婷／攝影 分享   facebook      
中颱米塔侵襲北台灣，一河之隔的新竹縣市放不放颱風假不同調，連帶科技大廠、學校、法院、郵局遭波及而一團亂，沒放假的新竹市長林智堅臉書被灌爆，放假的新竹縣長楊文科也挨轟，堪稱有史以來最亂颱風假。 
新竹縣府根據氣象局及消防局數據，卅日原本應正常上班課，但因轄內有五峰、尖石等偏遠山區，縣府前晚宣布昨停班課；新竹市正常上班課，成為北台灣唯一不放假的地方，市長林智堅直到昨天上午十時四十四分才宣布卅日晚間六時起停班課，但臉書已被灌爆。 
對此，林智堅說，廿九日宣布當下，得到的資訊是竹市不符合停班課標準，是依照消防局、氣象局專業評估做出的決定。 
新竹縣市不同調，新竹科學園區員工命運也大不同。聯電表示，雖然竹市正常上班，但為避免員工困擾，決定放假一天；台積電表示，廠區橫跨新竹縣市，但依新竹市規定照常上班。聯發科則依各縣市政府規定，位於新竹市的企業總部正常上班，但竹北及台北辦公室停止上班。 
公司大門位在新竹市、大樓橫跨新竹縣的瑞昱半導體最尷尬，最後決定為顧及員工安全，新竹辦公廠區及台北辦公室都停止上班。工研院在新竹縣市也都有院區，考量跨縣市居住的員工多，竹市光復院區及竹縣中興院區放假一天。位於新竹市香山區的中華大學、玄奘大學則自行宣布停班課。 
前年從竹縣搬到竹市的新竹法院昨成另類受災戶，開不開庭、宣不宣判，電話幾打爆法院。新竹市郵局每家都大排長龍，郵局員工說，新竹縣民利用颱風假跑到新竹市郵局，一下湧入太多人，無法消化。 
新竹縣雖放颱風假，但縣長楊文科也挨罵，有網友發現縣長廿九日晚宣布放假後，即率多名一級主管搭機飛往義大利考察。竹縣府緊急澄清表示，出訪是早已排定的行程，縣長指派副縣長坐鎮指揮，縣長雖然人在國外，但一直都有掌握狀況。 
北北基三縣市昨也停班課，不過台北市上午並未達停班課標準，遭質疑決定是否恰當。台北市長柯文哲說，新北市長侯友宜前天打了好幾次電話，考量首都生活圈及放整天不放半天兩項因素，最後侯決定，他和基隆市長林右昌都同意。他說，北台灣一千萬人口中心點在新北，新北首長責無旁貸協調周遭縣市，尤其山區、海邊居民須有更充分時間、更周全防颱準備。 
",2019,9,30,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
32,外資9月最愛台積電、緯創 10月行情多頭聚焦點,2019-09-30,外資9月在美中貿易戰出現和緩訊號、歐美等全球主要央行陸續降息中，一舉加碼台股近900億元，寫下2016年7月以來的單月買...,"外資9月在美中貿易戰出現和緩訊號、歐美等全球主要央行陸續降息中，一舉加碼台股近900億元，寫下2016年7月以來的單月買超新高，買盤主要集中在第3季業績成長無虞的晶圓代工、記憶體、金融等族群上，包括台積電、緯創等個股，將點火光輝的台股10月行情。 
外資8月在美中貿易戰雙方關稅報復動作不斷下，再加上MSCI宣布調降台股權重衝擊，全月賣超1,212億元，是繼5月賣超1,449億元後，今年第二大單月賣超；但9月在三大利多帶動下，包括：一、美國聯準會、歐洲央行宣布降息；二、美中決定10月將舉行高階會談，總統川普表示，美中貿易協議可能比預期更早達成。 
三、蘋果新機價格策略成功，華為、三星機皇相繼登場，市場預期台積電下半年營收將較上半年大增32%，為10年以來首見成長三成以上的好成績中，吸引外資買盤大舉回流，單月買超達897億元，是26個月以來最大單月買超金額，當中全月買超逾3萬張的個股，包括台積電、緯創、南亞科、新光金、台新金、聯電、上海商銀等。 
買超排名第一的台積電，市場預期全年營收1.051兆元，年成長1.91%，毛利率45.49%，每股盈餘（EPS）12.82元，預估2020年營收將再成長8.9%，EPS約14.85元；台積電營運谷底已於今年第1季出現，預期下半年成長性將可恢復，由於在高階製程生產技術領先優勢持續，產業龍頭地位難以撼動，2019年配息有望將逾10元。 
緯創方面，分析師指出，積極朝Non-PC領域發展，效益將陸續顯現，營益率可望較過去數年提升，營運重拾動能。 
新光金方面，法人機構預估2019年在債券資本利得挹注下，稅後淨利182億元，年增87%，EPS 1.5元；由於新壽加碼高殖利率個股，且擴大國外固定收益配置，加上負債成本持續下降，2019年避險前經常性利差可望維持正數。 
市場專家指出，由於此次台積電等法說會內容在蘋果、華為等新機拉貨效應中，值得市場期待，加上歷年光輝十月行情都有表現，因此，預測今年行情的高點有望挑戰11,097的今年新高、甚至來到11,100點，下檔則在季線10,700點。",2019,9,30,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
33,賺了指數卻賠了股價…Q3上市櫃 僅四成上漲,2019-09-30,"台股9月雖在外資單月買超近900億元、寫下今年單月買超新高紀錄下，帶動全季指數以上漲近百點作收，但全體1,728家上市櫃公司中，僅694檔個股股價上漲，占比僅四成；元大台灣50成分股中，更有高達七成的大型權值股下跌，顯示第3季多數投資人「賺了指數卻賠了股價」。","以元大台灣50的台股前50大市值個股來看，狀況更為明顯，僅南亞科、聯發科、大立光等14檔上漲，有36檔大型權值股呈現下跌走勢，上漲占比僅28%。本報資料照片 分享   facebook      
台股9月雖在外資單月買超近900億元、寫下今年單月買超新高紀錄下，帶動全季指數以上漲近百點作收，但全體1,728家上市櫃公司中，僅694檔個股股價上漲，占比僅四成；元大台灣50成分股中，更有高達七成的大型權值股下跌，顯示第3季多數投資人「賺了指數卻賠了股價」。 
台股第3季以來，受美中貿易戰等利空衝擊，外資自7月開始又再度轉賣、全月賣超127億元，8月並在雙方報復性關稅登場，MSCI（明晟）調降台股權重等不利因素中，賣超進一步擴大為1,212億元，居今年第二大單月賣超金額，僅次於5月的1,449億元。 
不過，9月份原本未獲市場期待的蘋果新機，在訂價策略奏效，再加上華為、三星機皇拉貨，配合歐美央行再次降息，激勵外資連14買（單月轉為買超897億元，為今年以來單月買超新高），不僅使外資今年前九月累積買賣超額轉正、今年來買超89億元，更推升第3季台股指數漲98點、漲幅0.9%。 
富邦投顧董事長蕭乾祥、第一金投顧董事長陳奕光、台新投顧總經理李鎮宇指出，因國際外在大環境的變數多，因此，吸引市場資金集中在少數利基型個股或族群上，造成第3季台股多數人「賺了指數卻賠了股價」。 
根據統計，第3季股1,728檔上市櫃股票中，只有694檔上漲，意味逾千檔下跌或僅勉力維持持平走勢，其中，地心引力、慧友、家登、和進、旺玖、雍智科技等六檔個股的漲幅逾倍。 
若以元大台灣50的台股前50大市值個股來看，狀況更為明顯，僅南亞科、聯發科、大立光等14檔上漲，有36檔大型權值股呈現下跌走勢，上漲占比僅28%。再以第3季指數貢獻漲點來看，台積電一檔即貢獻約263點的漲點，領先第二名聯發科的27點，更是遠遠超過大盤全季98點的漲點。",2019,9,30,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
34,上月加碼900億 外資點火台股10月行情,2019-09-30,外資9月在美中貿易戰出現和緩訊號、歐美等全球主要央行陸續降息中，一舉加碼台股近900億元，寫下2016年7月以來的單月買超新高，買盤主要集中在第3季業績成長無虞的晶圓代工、記憶體、金融等族群上，包括台積電、緯創等，將點火光輝的台股10月行情。,"本報資料照片 分享   facebook     外資9月在美中貿易戰出現和緩訊號、歐美等全球主要央行陸續降息中，一舉加碼台股近900億元，寫下2016年7月以來的單月買超新高，買盤主要集中在第3季業績成長無虞的晶圓代工、記憶體、金融等族群上，包括台積電、緯創等，將點火光輝的台股10月行情。 
經濟日報提供 分享   facebook     外資8月在美中貿易戰雙方關稅報復動作不斷下，再加上MSCI宣布調降台股權重衝擊，全月賣超1,212億元，是繼5月賣超1,449億元後，今年第二大單月賣超；但9月在三大利多帶動下，包括：一、美國聯準會、歐洲央行宣布降息；二、美中決定10月將舉行高階會談，總統川普表示，美中貿易協議可能比預期更早達成。 
三、蘋果新機價格策略成功，華為、三星機皇相繼登場，市場預期台積電下半年營收將較上半年大增32%，為10年以來首見成長三成以上的好成績中，吸引外資買盤大舉回流，單月買超達897億元，是26個月以來最大單月買超金額，當中全月買超逾3萬張的個股，包括台積電、緯創、南亞科、新光金、台新金、聯電、上海商銀等。 
買超排名第一的台積電，市場預期全年營收1.051兆元，年成長1.91%，毛利率45.49%，每股盈餘（EPS）12.82元，預估2020年營收將再成長8.9%，EPS約14.85元；台積電營運谷底已於今年第1季出現，預期下半年成長性將可恢復，由於在高階製程生產技術領先優勢持續，產業龍頭地位難以撼動，2019年配息有望將逾10元。 
緯創方面，分析師指出，積極朝Non-PC領域發展，效益將陸續顯現，營益率可望較過去數年提升，營運重拾動能。",2019,9,30,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
35,台幣9月狂升 出口商憂匯損,2019-09-30,新台幣9月對美元強升3.68角、升幅1.19%，領先韓元升幅0.94%、星元與人民幣升幅0.44%、0.36%。外匯交易員指出，新台幣9月成為最強亞幣，31元大關岌岌可危，驚動中央銀行進場調節、捍衛整數關卡，避免國內廠商喪失出口競爭力、第3季財報因匯率因素受重傷。,"本報資料照片 分享   facebook     新台幣9月對美元強升3.68角、升幅1.19%，領先韓元升幅0.94%、星元與人民幣升幅0.44%、0.36%。外匯交易員指出，新台幣9月成為最強亞幣，31元大關岌岌可危，驚動中央銀行進場調節、捍衛整數關卡，避免國內廠商喪失出口競爭力、第3季財報因匯率因素受重傷。 
台北股匯市昨（30）日因米塔颱風來襲休市一天，上周五成為季底最後交易日。因市場觀望氣氛濃厚，上周五新台幣匯率收在31.042元，微貶0.2分，總成交量為13億美元，熱錢上周雖數度衝撞31元整數關卡，但在央行進場調節下，收盤前均重返「31」字頭價位。 
經濟日報提供 分享   facebook     新台幣兌美元今年第3季單季小升3分，升值0.1%，為主要亞幣裡唯一升值的貨幣。楊金龍日前表示，若外資匯入有巨額且集中情況，央行都會進場調節，而「9月確實有這個現象」，間接承認央行進場的事實；為避免新台幣過度強勢，讓出口廠商第3季財報受創，9月以來，面對熱錢源源不絕流入，央行進場頻頻，在9月底前，力守收盤31元大關不被攻破。 
受到新台幣9月大升影響，科技業大立光、台積電、鴻海等指標廠，以及傳產機械業都面臨匯損壓力，不利第3季財報表現。台灣機械公會理事長柯拔希無奈表示，能夠理解近期國際熱錢湧入的壓力，但也提醒政府不要忘了國內產業一旦失去競爭力，未來想要找回舞台，將難如登天。 
股王大立光財報預期將有一定程度影響，但隨著公司擴大中國大陸市場布局，手上人民幣部位水漲船高，人民幣升貶將成為左右匯兌損益的關鍵。 
台積電先前法說會預估，第3季匯率基礎是31元兌1美元，與第3季底的實際匯率相近，雖9月新台幣變動，但單季匯損應該不嚴重。 
英業達、仁寶、和碩、廣達等都認為，公司多以美元收付，將儘量降低美元部位；機殼廠指出，現階段仍未看見實際財報數字，難以評估是否會有匯損。業界人士表示，先前人民幣貶值，有助於降低人事成本。 
展望本周匯市行情，匯銀主管認為，對國際匯市影響最大的還是美中貿易談判結果，但雙方預定談判的時間為10月中旬，導致匯市缺乏題材，再加上中國大陸進入十一長假，在美中貿易談判結果出爐前，國際匯市表現清淡，估計短期內，新台幣匯率仍將位於31元上下2角內的幅度內波動。 
（記者陳美君、簡永祥、劉芳妙、陳昱翔、謝艾莉、蕭君暉、宋健生）",2019,9,30,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
36,飆股的故事／均華打進高通鏈 看旺到明年,2019-09-29,半導體設備廠均華搶搭5G商機熱潮，在手訂單能見度看到2020年首季；並且，均華的「晶粒揀選機」產品，已成功打入高通供應鏈。法人估計，均華今年獲利可望穩步成長。上周五（27日）股價來到47.5元，一周五個交易日漲幅達20.3%，成為法人買進標的。,"半導體設備廠均華搶搭5G商機熱潮，在手訂單能見度看到2020年首季；並且，均華的「晶粒揀選機」產品，已成功打入高通供應鏈。法人估計，均華今年獲利可望穩步成長。上周五（27日）股價來到47.5元，一周五個交易日漲幅達20.3%，成為法人買進標的。經濟日報提供 分享   facebook      
均華精密是由均豪精密的半導體事業群與蘇州均華分割獨立設立，目前股本2.82億元，大股東均豪持股約57.2%。 
均華產品線包括精密取放、視覺檢測（AOI）、雷射及精密鑄造／沖切，晶粒挑揀機、黏晶機、沖切機、封膠機等半導體製程設備。晶粒挑揀機與沖切成型機為均華主力產品，營收比重達八、九成，市占率分別是台灣及全球第一。 
均華表示，搭上5G基礎建設熱潮，均華的多面光檢查晶粒挑揀機，獲得高通供應鏈採用，挹注本季營運呈穩健走勢。相關訂單能見度可達明年首季。 
經濟日報提供 分享   facebook     均華今年前八月合併營收5.31億元，年減12.4%。今年上半年營收雖年減16.4%，但稅後純益0.4億元，年增16.6%。平均每股純益1.43元，優於去年同期。 
上半年受美中貿易戰帶來的不確定因素影響，均華表示，今年營運將呈先蹲後跳的步步高走勢。美中貿易戰開打，電子產業設備去年底明顯感受到客戶踩剎車，多半採觀望態度。可確定的是，今年客戶加碼研發投資。然而對設備業而言，承接客製化的研發中製程機台，對獲利挹注大於營收成長。若要有感的貢獻營收，則需待新製程或新產品設備放量生產。 
均華主要客戶多為兩岸半導體封測大廠，客戶包括日月光、矽品、台積電、超豐、力成、頎邦、恩智浦、天水華天、華潤安等，分析內外銷比重，外銷比重超過五成，中國大陸占36%。 
均華雖為半導體封裝設備供應商，屬產業鏈中上游，但策略朝向不同終端產品應用面廣泛布局，設備終端產品應用涵蓋面板、車用電子、記憶體、消費電子產品的感測器IC等，隨快速成長的數位儲存、AI人工智慧、自駕車及手機產品的3D感測與身份辨識等的終端需求蓬勃發展，潛力無窮。 
特別是在導線架封裝時需使用的切割和封膠製程設備，市場主要兢爭對手為日商APIC Yamada和港商太平洋公司 。均華憑藉技術與即時的在地服務，在大陸市場擁有亮眼的市占率。 
在精密取放設備業務方面，均華IC晶粒挑撿機在台灣擁有70%市占率，是各封裝廠優先使用的領導品牌，其晶粒多面檢查撿選機型優於MIT、Daitron等國際品牌，也是台灣最大封測廠在擴充設備時的首選。",2019,9,29,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
37,美光財報不如預期…費半重挫 台積ADR跌2%,2019-09-29,美光上季財報與本季財測不如預期，上周五（27日）股價重挫11%，寫逾四年最大單日跌幅，也拖累費城半導體指數重挫2.36%，台積電ADR跌2.04%。,"美光上季財報與本季財測不如預期，上周五（27日）股價重挫11%，寫逾四年最大單日跌幅，也拖累費城半導體指數重挫2.36%，台積電ADR跌2.04%。 
美光本季獲利不如預期，並警告全球貿易緊張可能拉長記憶體晶片不景氣的時間，拖累晶片類股走跌。 
由於市場對美中貿易談判形勢的樂觀氛圍減退，加上美國經濟數據平平，美股上周五震盪走低，三大指數周線均連兩周收黑。 
美股上周五開盤上揚，但川普政府研議限制美國資本流入中國大陸的消息一出，且最新數據顯示美國消費者支出趨緩、企業投資縮減，令市場對經濟成長的疑慮升高，美股應聲翻黑，終場標普500指數跌0.5%，至2,961點；道瓊跌0.3%，報26,820點；那斯達克綜合指數收跌1.1%；費半受美光拖累，下跌逾2％。 
分析師認為，白宮擬限制美國資本流入中國的消息，加劇美中貿易衝突進一步升級的疑慮。",2019,9,29,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
